serialp	seriali	serialh	surveyyr	country	Outcome	IOut	ScrType	pgrid	adnum1	ChNum	DMHSize	Sex	age	MarSt2	LiveW2	WrkStat	PTWork	EverWk	natidgby5	natidniy5	natiduky5	ethgrp2	ethgrp5	RelHRP	Rel01	Rel02	Rel03	Rel04	Rel05	Rel06	Rel07	Rel08	Rel09	area	addnum
704120803	-1	7041208	7	101	110	-1	1	3	1	4	5	1	12	-1	-1	1	-1	-1	5	-1	5	1	1	12	12	9	0	15	15	-1	-1	-1	-1	70412	8
704120804	70412082	7041208	7	101	110	110	1	4	1	4	5	2	4	-1	-1	3	-1	-1	5	-1	5	1	1	9	9	9	15	0	14	-1	-1	-1	-1	70412	8
704120805	-1	7041208	7	101	110	-1	1	5	1	4	5	1	5	-1	-1	1	-1	-1	5	-1	5	1	1	9	9	9	15	14	0	-1	-1	-1	-1	70412	8
704121401	-1	7041214	7	101	110	-1	2	1	-1	5	5	2	30	2	-1	2	-1	-1	5	-1	5	1	1	0	0	1	22	22	4	-1	-1	-1	-1	70412	14
704121402	-1	7041214	7	101	110	-1	2	2	-1	5	5	1	31	2	-1	2	-1	-1	5	-1	5	1	1	1	1	0	9	9	4	-1	-1	-1	-1	70412	14
704121403	-1	7041214	7	101	110	-1	2	3	-1	5	5	1	57	2	-1	3	-1	1	5	-1	5	1	1	22	22	4	0	1	20	-1	-1	-1	-1	70412	14
704121404	-1	7041214	7	101	110	-1	2	4	-1	5	5	2	59	2	-1	3	-1	1	5	-1	5	1	1	22	22	4	1	0	20	-1	-1	-1	-1	70412	14
704121405	70412142	7041214	7	101	110	110	2	5	-1	5	5	1	2	-1	-1	3	-1	-1	5	-1	5	1	1	9	9	9	21	21	0	-1	-1	-1	-1	70412	14
704121901	70412191	7041219	7	101	110	110	1	1	1	-1	2	2	47	1	1	2	-1	-1	6	-1	6	1	1	0	0	3	-1	-1	-1	-1	-1	-1	-1	70412	19
704121902	-1	7041219	7	101	110	-1	1	2	1	-1	2	1	46	1	1	3	-1	1	5	-1	5	1	1	3	3	0	-1	-1	-1	-1	-1	-1	-1	70412	19
704130301	-1	7041303	7	101	110	-1	1	1	2	-1	2	2	62	2	-1	3	-1	1	1	-1	1	1	1	1	0	1	-1	-1	-1	-1	-1	-1	-1	70413	3
704130302	70413031	7041303	7	101	110	110	1	2	2	-1	2	1	76	2	-1	3	-1	1	1	-1	1	1	1	0	1	0	-1	-1	-1	-1	-1	-1	-1	70413	3
704130701	-1	7041307	7	101	110	-1	2	1	-1	3	3	2	44	2	-1	2	-1	-1	1	-1	1	2	4	0	0	1	4	-1	-1	-1	-1	-1	-1	70413	7
704130702	-1	7041307	7	101	110	-1	2	2	-1	3	3	1	49	2	-1	2	-1	-1	1	-1	1	1	1	1	1	0	4	-1	-1	-1	-1	-1	-1	70413	7
704130703	70413072	7041307	7	101	110	110	2	3	-1	3	3	1	8	-1	-1	1	-1	-1	1	-1	1	2	2	9	9	9	0	-1	-1	-1	-1	-1	-1	70413	7
704130801	-1	7041308	7	101	210	-1	1	1	3	4	4	2	45	2	-1	3	-1	2	1	-1	1	1	1	1	0	1	4	4	-1	-1	-1	-1	-1	70413	8
704130802	-1	7041308	7	101	210	-1	1	2	3	4	4	1	47	2	-1	2	-1	-1	1	-1	1	1	1	0	1	0	4	4	-1	-1	-1	-1	-1	70413	8
704130803	70413081	7041308	7	101	210	431	1	3	3	4	4	2	21	1	2	2	-1	-1	1	-1	1	1	1	9	9	9	0	14	-1	-1	-1	-1	-1	70413	8
704130804	70413082	7041308	7	101	210	110	1	4	3	4	4	2	18	1	2	3	-1	2	1	-1	1	1	1	9	9	9	14	0	-1	-1	-1	-1	-1	70413	8
704131201	-1	7041312	7	101	210	-1	1	1	2	3	3	2	51	2	-1	3	-1	1	1	-1	1	1	1	1	0	1	4	-1	-1	-1	-1	-1	-1	70413	12
704131202	70413121	7041312	7	101	210	431	1	2	2	3	3	1	50	2	-1	2	-1	-1	1	-1	1	1	1	0	1	0	4	-1	-1	-1	-1	-1	-1	70413	12
704131203	70413122	7041312	7	101	210	110	1	3	2	3	3	2	16	1	2	1	2	2	1	-1	1	1	1	9	9	9	0	-1	-1	-1	-1	-1	-1	70413	12
704131701	70413171	7041317	7	101	110	110	1	1	1	-1	1	2	77	5	-1	3	-1	1	5	-1	5	1	1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	70413	17
704132301	-1	7041323	7	101	110	-1	2	1	-1	3	3	2	55	2	-1	2	-1	-1	6	-1	6	1	1	1	0	1	4	-1	-1	-1	-1	-1	-1	70413	23
704132302	-1	7041323	7	101	110	-1	2	2	-1	3	3	1	69	2	-1	2	-1	-1	1	-1	1	1	1	0	1	0	4	-1	-1	-1	-1	-1	-1	70413	23
704132303	70413232	7041323	7	101	110	110	2	3	-1	3	3	2	16	1	2	1	2	2	1	-1	1	1	1	9	9	9	0	-1	-1	-1	-1	-1	-1	70413	23
704132401	70413241	7041324	7	101	110	110	1	1	1	-1	1	2	58	5	-1	2	-1	-1	1	-1	1	1	1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	70413	24
704132501	-1	7041325	7	101	110	-1	1	1	2	3	4	2	48	2	-1	2	-1	-1	1	-1	1	1	1	1	0	1	4	4	-1	-1	-1	-1	-1	70413	25
704132502	70413251	7041325	7	101	110	110	1	2	2	3	4	1	55	2	-1	2	-1	-1	2	-1	2	1	1	0	1	0	4	4	-1	-1	-1	-1	-1	70413	25
704132503	70413252	7041325	7	101	110	110	1	3	2	3	4	2	17	1	2	1	2	2	1	-1	1	1	1	9	9	9	0	14	-1	-1	-1	-1	-1	70413	25
704132504	-1	7041325	7	101	110	-1	1	4	2	3	4	1	16	1	2	1	2	2	1	-1	1	1	1	9	9	9	14	0	-1	-1	-1	-1	-1	70413	25
704132601	-1	7041326	7	101	110	-1	2	1	-1	5	6	2	42	2	-1	2	-1	-1	1	-1	1	1	1	1	0	1	4	4	4	4	-1	-1	-1	70413	26
704132602	-1	7041326	7	101	110	-1	2	2	-1	5	6	1	41	2	-1	2	-1	-1	1	-1	1	1	1	0	1	0	4	4	4	4	-1	-1	-1	70413	26
704132603	-1	7041326	7	101	110	-1	2	3	-1	5	6	2	14	-1	-1	1	-1	-1	1	-1	1	1	1	9	9	9	0	14	14	14	-1	-1	-1	70413	26
704132604	-1	7041326	7	101	110	-1	2	4	-1	5	6	1	7	-1	-1	1	-1	-1	1	-1	1	1	1	9	9	9	14	0	14	14	-1	-1	-1	70413	26
704132605	70413262	7041326	7	101	110	110	2	5	-1	5	6	2	4	-1	-1	3	-1	-1	1	-1	1	1	1	9	9	9	14	14	0	14	-1	-1	-1	70413	26
704132606	-1	7041326	7	101	110	-1	2	6	-1	5	6	2	9	-1	-1	1	-1	-1	1	-1	1	1	1	9	9	9	14	14	14	0	-1	-1	-1	70413	26
704141201	70414121	7041412	7	402	110	110	1	1	1	3	3	1	53	2	-1	2	-1	-1	-1	1	5	1	1	0	0	1	4	-1	-1	-1	-1	-1	-1	70414	12
704141202	-1	7041412	7	402	110	-1	1	2	1	3	3	2	48	2	-1	2	-1	-1	-1	1	5	1	1	1	1	0	4	-1	-1	-1	-1	-1	-1	70414	12
704141203	70414122	7041412	7	402	110	110	1	3	1	3	3	2	10	-1	-1	1	-1	-1	-1	1	5	1	1	9	9	9	0	-1	-1	-1	-1	-1	-1	70414	12
704141701	70414171	7041417	7	402	110	110	1	1	1	-1	2	1	78	2	-1	3	-1	1	-1	1	5	1	1	0	0	1	-1	-1	-1	-1	-1	-1	-1	70414	17
704141702	-1	7041417	7	402	110	-1	1	2	1	-1	2	2	77	2	-1	3	-1	1	-1	1	5	1	1	1	1	0	-1	-1	-1	-1	-1	-1	-1	70414	17
704141801	-1	7041418	7	402	110	-1	1	1	2	3	3	1	32	2	-1	2	-1	-1	-1	4	4	1	1	1	0	1	4	-1	-1	-1	-1	-1	-1	70414	18
704141802	70414181	7041418	7	402	110	110	1	2	2	3	3	2	32	2	-1	2	-1	-1	-1	4	4	1	1	0	1	0	4	-1	-1	-1	-1	-1	-1	70414	18
704141803	70414182	7041418	7	402	110	110	1	3	2	3	3	1	2	-1	-1	3	-1	-1	-1	4	4	1	1	9	9	9	0	-1	-1	-1	-1	-1	-1	70414	18
704142101	-1	7041421	7	402	110	-1	2	1	-1	5	5	1	30	2	-1	2	-1	-1	-1	1	5	1	1	0	0	1	4	4	4	-1	-1	-1	-1	70414	21
704142102	-1	7041421	7	402	110	-1	2	2	-1	5	5	2	29	2	-1	2	-1	-1	-1	1	5	1	1	1	1	0	4	4	4	-1	-1	-1	-1	70414	21
704142103	-1	7041421	7	402	110	-1	2	3	-1	5	5	2	7	-1	-1	1	-1	-1	-1	1	5	1	1	9	9	9	0	14	14	-1	-1	-1	-1	70414	21
704142104	-1	7041421	7	402	110	-1	2	4	-1	5	5	1	4	-1	-1	3	-1	-1	-1	1	5	1	1	9	9	9	14	0	14	-1	-1	-1	-1	70414	21
704142105	70414212	7041421	7	402	110	110	2	5	-1	5	5	1	6	-1	-1	1	-1	-1	-1	1	5	1	1	9	9	9	14	14	0	-1	-1	-1	-1	70414	21
705010201	-1	7050102	7	202	110	-1	2	1	-1	3	5	2	24	1	1	3	-1	2	3	-1	3	1	1	0	0	3	4	4	4	-1	-1	-1	-1	70501	2
705010202	-1	7050102	7	202	110	-1	2	2	-1	3	5	1	25	1	1	3	-1	2	3	-1	3	1	1	3	3	0	4	4	4	-1	-1	-1	-1	70501	2
705010203	70501022	7050102	7	202	110	110	2	3	-1	3	5	1	5	-1	-1	1	-1	-1	3	-1	3	1	1	9	9	9	0	14	14	-1	-1	-1	-1	70501	2
705010204	-1	7050102	7	202	110	-1	2	4	-1	3	5	1	3	-1	-1	3	-1	-1	3	-1	3	1	1	9	9	9	14	0	14	-1	-1	-1	-1	70501	2
705010205	-1	7050102	7	202	110	-1	2	5	-1	3	5	2	2	-1	-1	3	-1	-1	3	-1	3	1	1	9	9	9	14	14	0	-1	-1	-1	-1	70501	2
705010301	70501031	7050103	7	202	110	110	1	1	1	2	2	2	40	1	2	2	-1	-1	3	-1	3	1	1	0	0	4	-1	-1	-1	-1	-1	-1	-1	70501	3
705010302	70501032	7050103	7	202	110	110	1	2	1	2	2	1	10	-1	-1	1	-1	-1	3	-1	3	1	1	9	9	0	-1	-1	-1	-1	-1	-1	-1	70501	3
705010501	-1	7050105	7	202	110	-1	1	1	2	-1	2	2	62	2	-1	3	-1	1	3	-1	3	1	1	1	0	1	-1	-1	-1	-1	-1	-1	-1	70501	5
705010502	70501051	7050105	7	202	110	110	1	2	2	-1	2	1	67	2	-1	3	-1	1	3	-1	3	1	1	0	1	0	-1	-1	-1	-1	-1	-1	-1	70501	5
705010601	70501061	7050106	7	202	110	110	1	1	1	-1	1	2	79	6	-1	3	-1	1	3	-1	3	1	1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	70501	6
705010801	70501081	7050108	7	202	110	110	1	1	1	3	3	1	52	4	2	2	-1	-1	3	-1	3	1	1	4	0	4	20	-1	-1	-1	-1	-1	-1	70501	8
705010802	-1	7050108	7	202	110	-1	1	2	1	3	3	1	31	1	2	2	-1	-1	3	-1	3	1	1	0	9	0	4	-1	-1	-1	-1	-1	-1	70501	8
705010803	70501082	7050108	7	202	110	110	1	3	1	3	3	2	7	-1	-1	1	-1	-1	3	-1	3	1	1	9	21	9	0	-1	-1	-1	-1	-1	-1	70501	8
705011201	70501121	7050112	7	202	110	110	1	1	1	-1	3	1	21	1	2	1	2	2	6	-1	6	2	5	9	0	9	9	-1	-1	-1	-1	-1	-1	70501	12
705011202	-1	7050112	7	202	110	-1	1	2	1	-1	3	1	54	2	-1	3	-1	2	6	-1	6	2	4	0	4	0	1	-1	-1	-1	-1	-1	-1	70501	12
705011203	-1	7050112	7	202	110	-1	1	3	1	-1	3	2	46	2	-1	3	-1	2	6	-1	6	2	5	1	4	1	0	-1	-1	-1	-1	-1	-1	70501	12
705011901	70501191	7050119	7	202	110	110	1	1	1	-1	1	1	77	6	-1	3	-1	1	3	-1	3	1	1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	70501	19
705012501	70501251	7050125	7	202	110	110	1	1	1	3	3	2	37	1	2	2	-1	-1	6	-1	6	2	3	0	0	4	4	-1	-1	-1	-1	-1	-1	70501	25
705012502	-1	7050125	7	202	110	-1	1	2	1	3	3	1	19	1	2	1	2	2	6	-1	6	2	3	9	9	0	14	-1	-1	-1	-1	-1	-1	70501	25
705012503	70501252	7050125	7	202	110	110	1	3	1	3	3	2	13	-1	-1	1	-1	-1	6	-1	6	2	3	9	9	14	0	-1	-1	-1	-1	-1	-1	70501	25
705020401	-1	7050204	7	202	110	-1	2	1	-1	4	4	2	39	2	-1	2	-1	-1	3	-1	3	1	1	1	0	1	4	4	-1	-1	-1	-1	-1	70502	4
705020402	-1	7050204	7	202	110	-1	2	2	-1	4	4	1	43	2	-1	2	-1	-1	3	-1	3	1	1	0	1	0	4	4	-1	-1	-1	-1	-1	70502	4
705020403	-1	7050204	7	202	110	-1	2	3	-1	4	4	2	7	-1	-1	1	-1	-1	3	-1	3	1	1	9	9	9	0	14	-1	-1	-1	-1	-1	70502	4
705020404	70502042	7050204	7	202	110	110	2	4	-1	4	4	1	4	-1	-1	3	-1	-1	3	-1	3	1	1	9	9	9	14	0	-1	-1	-1	-1	-1	70502	4
705021501	-1	7050215	7	202	110	-1	2	1	-1	3	3	1	38	2	-1	2	-1	-1	5	-1	5	1	1	0	0	1	4	-1	-1	-1	-1	-1	-1	70502	15
705021502	-1	7050215	7	202	110	-1	2	2	-1	3	3	2	39	2	-1	2	-1	-1	5	-1	5	1	1	1	1	0	4	-1	-1	-1	-1	-1	-1	70502	15
705021503	70502152	7050215	7	202	110	110	2	3	-1	3	3	2	3	-1	-1	3	-1	-1	5	-1	5	1	1	9	9	9	0	-1	-1	-1	-1	-1	-1	70502	15
705021801	70502181	7050218	7	202	110	110	1	1	1	-1	1	2	89	6	-1	3	-1	1	5	-1	5	1	1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	70502	18
705022401	70502241	7050224	7	202	110	110	1	1	1	-1	2	1	61	2	-1	3	-1	1	5	-1	5	1	1	0	0	1	-1	-1	-1	-1	-1	-1	-1	70502	24
705022402	-1	7050224	7	202	110	-1	1	2	1	-1	2	2	59	2	-1	2	-1	-1	5	-1	5	1	1	1	1	0	-1	-1	-1	-1	-1	-1	-1	70502	24
705030501	-1	7050305	7	101	110	-1	1	1	2	-1	2	1	78	2	-1	3	-1	1	5	-1	5	1	1	0	0	1	-1	-1	-1	-1	-1	-1	-1	70503	5
705030502	70503051	7050305	7	101	110	110	1	2	2	-1	2	2	76	2	-1	3	-1	1	5	-1	5	1	1	1	1	0	-1	-1	-1	-1	-1	-1	-1	70503	5
705030601	70503061	7050306	7	101	110	110	1	1	1	-1	1	2	72	6	-1	3	-1	1	4	-1	4	1	1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	70503	6
705030801	70503081	7050308	7	101	110	110	1	1	1	-1	2	2	29	1	2	3	-1	1	5	-1	5	1	1	0	0	4	-1	-1	-1	-1	-1	-1	-1	70503	8
705030802	-1	7050308	7	101	110	-1	1	2	1	-1	2	1	1	-1	-1	3	-1	-1	5	-1	5	1	1	9	9	0	-1	-1	-1	-1	-1	-1	-1	70503	8
705031401	-1	7050314	7	101	110	-1	2	1	-1	4	4	2	21	1	1	2	-1	-1	6	-1	6	1	1	3	0	3	23	4	-1	-1	-1	-1	-1	70503	14
705031402	-1	7050314	7	101	110	-1	2	2	-1	4	4	1	23	1	1	2	-1	-1	6	-1	6	1	1	0	3	0	14	4	-1	-1	-1	-1	-1	70503	14
705031403	-1	7050314	7	101	110	-1	2	3	-1	4	4	2	28	1	2	2	-1	-1	6	-1	6	1	1	14	23	14	0	22	-1	-1	-1	-1	-1	70503	14
705031404	70503142	7050314	7	101	110	110	2	4	-1	4	4	1	2	-1	-1	3	-1	-1	6	-1	6	1	1	9	9	9	22	0	-1	-1	-1	-1	-1	70503	14
705031901	70503191	7050319	7	101	110	110	1	1	1	-1	2	1	56	2	-1	3	-1	1	5	-1	5	1	1	1	0	1	-1	-1	-1	-1	-1	-1	-1	70503	19
705031902	-1	7050319	7	101	110	-1	1	2	1	-1	2	2	52	2	-1	2	-1	-1	5	-1	5	1	1	0	1	0	-1	-1	-1	-1	-1	-1	-1	70503	19
705040401	-1	7050404	7	101	110	-1	2	1	-1	2	2	2	37	4	2	3	-1	1	5	-1	5	2	4	0	0	4	-1	-1	-1	-1	-1	-1	-1	70504	4
705040402	70504042	7050404	7	101	110	110	2	2	-1	2	2	1	2	-1	-1	3	-1	-1	5	-1	5	2	4	9	9	0	-1	-1	-1	-1	-1	-1	-1	70504	4
705041801	70504181	7050418	7	101	110	110	1	1	1	-1	2	2	60	2	-1	2	-1	-1	5	-1	5	1	1	1	0	1	-1	-1	-1	-1	-1	-1	-1	70504	18
705041802	-1	7050418	7	101	110	-1	1	2	1	-1	2	1	66	2	-1	2	-1	-1	5	-1	5	1	1	0	1	0	-1	-1	-1	-1	-1	-1	-1	70504	18
705041901	70504191	7050419	7	101	110	110	1	1	1	-1	2	1	60	2	-1	3	-1	1	1	-1	1	1	1	1	0	1	-1	-1	-1	-1	-1	-1	-1	70504	19
705041902	-1	7050419	7	101	110	-1	1	2	1	-1	2	2	55	2	-1	2	-1	-1	1	-1	1	1	1	0	1	0	-1	-1	-1	-1	-1	-1	-1	70504	19
705042201	-1	7050422	7	101	110	-1	2	1	-1	3	3	2	29	1	2	3	-1	1	1	-1	1	1	1	0	0	4	4	-1	-1	-1	-1	-1	-1	70504	22
705042202	-1	7050422	7	101	110	-1	2	2	-1	3	3	1	8	-1	-1	1	-1	-1	1	-1	1	1	1	9	9	0	15	-1	-1	-1	-1	-1	-1	70504	22
705042203	70504222	7050422	7	101	110	110	2	3	-1	3	3	2	2	-1	-1	3	-1	-1	1	-1	1	1	1	9	9	15	0	-1	-1	-1	-1	-1	-1	70504	22
705042401	70504241	7050424	7	101	110	110	1	1	1	-1	2	1	21	1	1	2	-1	-1	1	-1	1	1	1	0	0	3	-1	-1	-1	-1	-1	-1	-1	70504	24
705042402	-1	7050424	7	101	110	-1	1	2	1	-1	2	2	20	1	1	2	-1	-1	1	-1	1	1	1	3	3	0	-1	-1	-1	-1	-1	-1	-1	70504	24
705050801	70505081	7050508	7	101	110	110	1	1	1	-1	2	1	69	2	-1	3	-1	1	1	-1	1	1	1	0	0	1	-1	-1	-1	-1	-1	-1	-1	70505	8
705050802	-1	7050508	7	101	110	-1	1	2	1	-1	2	2	66	2	-1	3	-1	1	1	-1	1	1	1	1	1	0	-1	-1	-1	-1	-1	-1	-1	70505	8
705051001	-1	7050510	7	101	110	-1	2	1	-1	5	7	2	39	2	-1	3	-1	1	1	-1	1	1	1	0	0	1	4	5	4	4	4	-1	-1	70505	10
705051002	-1	7050510	7	101	110	-1	2	2	-1	5	7	1	50	2	-1	3	-1	1	1	-1	1	1	1	1	1	0	4	5	4	4	4	-1	-1	70505	10
705051003	-1	7050510	7	101	110	-1	2	3	-1	5	7	2	19	1	2	1	2	2	1	-1	1	1	1	9	9	9	0	14	14	14	14	-1	-1	70505	10
705051004	-1	7050510	7	101	110	-1	2	4	-1	5	7	1	18	1	2	1	2	2	1	-1	1	1	1	10	10	10	14	0	14	14	14	-1	-1	70505	10
705051005	70505102	7050510	7	101	110	110	2	5	-1	5	7	1	17	1	2	1	2	2	1	-1	1	1	1	9	9	9	14	14	0	14	14	-1	-1	70505	10
705051006	-1	7050510	7	101	110	-1	2	6	-1	5	7	1	15	-1	-1	1	-1	-1	1	-1	1	1	1	9	9	9	14	14	14	0	14	-1	-1	70505	10
705051007	-1	7050510	7	101	110	-1	2	7	-1	5	7	1	14	-1	-1	1	-1	-1	1	-1	1	1	1	9	9	9	14	14	14	14	0	-1	-1	70505	10
705051201	70505121	7050512	7	101	110	110	1	1	1	2	3	2	35	1	2	2	-1	-1	1	-1	1	1	1	0	0	4	4	-1	-1	-1	-1	-1	-1	70505	12
705051202	70505122	7050512	7	101	110	110	1	2	1	2	3	2	9	-1	-1	1	-1	-1	1	-1	1	1	1	9	9	0	19	-1	-1	-1	-1	-1	-1	70505	12
705051203	-1	7050512	7	101	110	-1	1	3	1	2	3	1	11	-1	-1	1	-1	-1	1	-1	1	1	1	9	9	19	0	-1	-1	-1	-1	-1	-1	70505	12
705051401	-1	7050514	7	101	110	-1	2	1	-1	3	3	2	36	2	-1	2	-1	-1	1	-1	1	1	1	1	0	1	4	-1	-1	-1	-1	-1	-1	70505	14
705051402	-1	7050514	7	101	110	-1	2	2	-1	3	3	1	35	2	-1	2	-1	-1	1	-1	1	1	1	0	1	0	4	-1	-1	-1	-1	-1	-1	70505	14
705051403	70505142	7050514	7	101	110	110	2	3	-1	3	3	1	6	-1	-1	1	-1	-1	1	-1	1	1	1	9	9	9	0	-1	-1	-1	-1	-1	-1	70505	14
705051801	-1	7050518	7	101	110	-1	1	1	2	-1	2	1	77	2	-1	3	-1	1	1	-1	1	1	1	0	0	1	-1	-1	-1	-1	-1	-1	-1	70505	18
705051802	70505181	7050518	7	101	110	110	1	2	2	-1	2	2	75	2	-1	3	-1	1	1	-1	1	1	1	1	1	0	-1	-1	-1	-1	-1	-1	-1	70505	18
705051901	-1	7050519	7	101	110	-1	1	1	3	-1	3	1	19	1	2	2	-1	-1	1	-1	1	1	1	9	0	9	12	-1	-1	-1	-1	-1	-1	70505	19
705051902	-1	7050519	7	101	110	-1	1	2	3	-1	3	2	43	5	1	3	-1	1	1	-1	1	1	1	0	4	0	3	-1	-1	-1	-1	-1	-1	70505	19
705051903	70505191	7050519	7	101	110	110	1	3	3	-1	3	1	51	5	1	3	-1	1	1	-1	1	1	1	3	7	3	0	-1	-1	-1	-1	-1	-1	70505	19
705052401	70505241	7050524	7	101	110	110	1	1	1	2	2	2	31	1	2	2	-1	-1	1	-1	1	1	1	0	0	4	-1	-1	-1	-1	-1	-1	-1	70505	24
705052402	70505242	7050524	7	101	110	110	1	2	1	2	2	2	13	-1	-1	1	-1	-1	1	-1	1	1	1	9	9	0	-1	-1	-1	-1	-1	-1	-1	70505	24
705052801	-1	7050528	7	101	110	-1	2	1	-1	2	3	2	34	1	2	2	-1	-1	1	-1	1	1	1	0	0	4	4	-1	-1	-1	-1	-1	-1	70505	28
705052802	70505282	7050528	7	101	110	110	2	2	-1	2	3	2	8	-1	-1	1	-1	-1	1	-1	1	1	1	9	9	0	14	-1	-1	-1	-1	-1	-1	70505	28
705052803	-1	7050528	7	101	110	-1	2	3	-1	2	3	1	12	-1	-1	1	-1	-1	1	-1	1	1	1	9	9	14	0	-1	-1	-1	-1	-1	-1	70505	28
705060201	-1	7050602	7	101	110	-1	2	1	-1	3	5	2	37	2	-1	2	-1	-1	6	-1	6	2	3	0	0	1	4	4	4	-1	-1	-1	-1	70506	2
705060202	-1	7050602	7	101	110	-1	2	2	-1	3	5	1	41	2	-1	2	-1	-1	6	-1	6	2	3	1	1	0	4	4	4	-1	-1	-1	-1	70506	2
705060203	70506022	7050602	7	101	110	110	2	3	-1	3	5	2	6	-1	-1	1	-1	-1	2	-1	2	2	3	9	9	9	0	14	14	-1	-1	-1	-1	70506	2
705060204	-1	7050602	7	101	110	-1	2	4	-1	3	5	2	3	-1	-1	3	-1	-1	1	-1	1	2	3	9	9	9	14	0	14	-1	-1	-1	-1	70506	2
705060205	-1	7050602	7	101	110	-1	2	5	-1	3	5	2	0	-1	-1	3	-1	-1	1	-1	1	2	3	9	9	9	14	14	0	-1	-1	-1	-1	70506	2
705060901	-1	7050609	7	101	110	-1	2	1	-1	3	4	2	34	2	-1	3	-1	2	6	-1	6	2	3	1	0	1	4	4	-1	-1	-1	-1	-1	70506	9
705060902	-1	7050609	7	101	110	-1	2	2	-1	3	4	1	53	2	-1	2	-1	-1	5	-1	5	2	3	0	1	0	4	4	-1	-1	-1	-1	-1	70506	9
705060903	70506092	7050609	7	101	110	110	2	3	-1	3	4	1	4	-1	-1	3	-1	-1	5	-1	5	2	3	9	9	9	0	14	-1	-1	-1	-1	-1	70506	9
705060904	-1	7050609	7	101	110	-1	2	4	-1	3	4	2	2	-1	-1	3	-1	-1	5	-1	5	2	3	9	9	9	14	0	-1	-1	-1	-1	-1	70506	9
705061201	-1	7050612	7	101	110	-1	1	1	3	2	5	2	30	2	-1	3	-1	1	5	-1	5	2	5	1	0	4	1	4	4	-1	-1	-1	-1	70506	12
705061202	70506122	7050612	7	101	110	110	1	2	3	2	5	2	7	-1	-1	1	-1	-1	5	-1	5	2	5	9	9	0	9	14	14	-1	-1	-1	-1	70506	12
705061203	70506121	7050612	7	101	110	110	1	3	3	2	5	1	31	2	-1	2	-1	-1	5	-1	5	2	5	0	1	4	0	4	4	-1	-1	-1	-1	70506	12
705061204	-1	7050612	7	101	110	-1	1	4	3	2	5	2	4	-1	-1	3	-1	-1	5	-1	5	2	5	9	9	14	9	0	14	-1	-1	-1	-1	70506	12
705061205	-1	7050612	7	101	110	-1	1	5	3	2	5	2	0	-1	-1	3	-1	-1	5	-1	5	2	5	9	9	14	9	14	0	-1	-1	-1	-1	70506	12
705061301	-1	7050613	7	101	110	-1	2	1	-1	2	5	2	45	2	-1	3	-1	2	6	-1	6	2	4	1	0	4	1	4	4	-1	-1	-1	-1	70506	13
705061302	70506132	7050613	7	101	110	110	2	2	-1	2	5	1	12	-1	-1	1	-1	-1	6	-1	6	2	4	9	9	0	9	14	14	-1	-1	-1	-1	70506	13
705061303	-1	7050613	7	101	110	-1	2	3	-1	2	5	1	54	2	-1	3	-1	2	6	-1	6	2	4	0	1	4	0	4	4	-1	-1	-1	-1	70506	13
705061304	-1	7050613	7	101	110	-1	2	4	-1	2	5	1	14	-1	-1	1	-1	-1	6	-1	6	2	4	9	9	14	9	0	14	-1	-1	-1	-1	70506	13
705061305	-1	7050613	7	101	110	-1	2	5	-1	2	5	2	7	-1	-1	1	-1	-1	1	-1	1	2	4	9	9	14	9	14	0	-1	-1	-1	-1	70506	13
705061901	70506191	7050619	7	101	110	110	1	1	1	-1	1	1	34	1	-1	2	-1	-1	6	-1	6	2	3	0	0	-1	-1	-1	-1	-1	-1	-1	-1	70506	19
705062301	-1	7050623	7	101	110	-1	2	1	-1	3	4	2	32	2	-1	3	-1	1	6	-1	6	2	4	1	0	1	4	4	-1	-1	-1	-1	-1	70506	23
705062302	-1	7050623	7	101	110	-1	2	2	-1	3	4	1	37	2	-1	2	-1	-1	6	-1	6	2	4	0	1	0	4	4	-1	-1	-1	-1	-1	70506	23
705062303	70506232	7050623	7	101	110	110	2	3	-1	3	4	2	4	-1	-1	3	-1	-1	6	-1	6	2	4	9	9	9	0	14	-1	-1	-1	-1	-1	70506	23
705062304	-1	7050623	7	101	110	-1	2	4	-1	3	4	1	0	-1	-1	3	-1	-1	1	-1	1	2	4	9	9	9	14	0	-1	-1	-1	-1	-1	70506	23
705062701	-1	7050627	7	101	110	-1	2	1	-1	2	2	2	34	1	2	3	-1	1	5	-1	5	2	3	0	0	4	-1	-1	-1	-1	-1	-1	-1	70506	27
705062702	70506272	7050627	7	101	110	110	2	2	-1	2	2	1	14	-1	-1	1	-1	-1	1	-1	1	2	3	9	9	0	-1	-1	-1	-1	-1	-1	-1	70506	27
705070301	70507031	7050703	7	101	110	110	1	1	1	2	3	1	49	2	-1	2	-1	-1	5	-1	5	1	1	0	0	4	1	-1	-1	-1	-1	-1	-1	70507	3
705070302	70507032	7050703	7	101	110	110	1	2	1	2	3	1	4	-1	-1	3	-1	-1	6	-1	6	2	5	9	9	0	9	-1	-1	-1	-1	-1	-1	70507	3
