serialp	seriali	serialh	surveyyr	country	Outcome	IOut	ScrType	pgrid	adnum1	ChNum	DMHSize	Sex	age	MarSt2	LiveW2	WrkStat	PTWork	EverWk	natidgby5	natidniy5	natiduky5	ethgrp2	ethgrp5	RelHRP	Rel01	Rel02	Rel03	Rel04	Rel05	Rel06	Rel07	Rel08	Rel09	area	addnum
701091602	70109162	7010916	7	101	110	110	2	2	-1	2	4	2	15	-1	-1	1	-1	-1	1	-1	1	1	1	9	9	0	9	14	-1	-1	-1	-1	-1	70109	16
701091603	-1	7010916	7	101	110	-1	2	3	-1	2	4	1	47	2	-1	2	-1	-1	1	-1	1	1	1	0	1	4	0	4	-1	-1	-1	-1	-1	70109	16
701091604	-1	7010916	7	101	110	-1	2	4	-1	2	4	2	18	1	2	2	-1	-1	1	-1	1	1	1	9	9	14	9	0	-1	-1	-1	-1	-1	70109	16
701091701	70109171	7010917	7	101	110	110	1	1	1	2	2	2	54	1	2	2	-1	-1	1	-1	1	1	1	0	0	4	-1	-1	-1	-1	-1	-1	-1	70109	17
701091702	70109172	7010917	7	101	110	110	1	2	1	2	2	1	13	-1	-1	1	-1	-1	1	-1	1	2	2	9	9	0	-1	-1	-1	-1	-1	-1	-1	70109	17
701091801	70109181	7010918	7	101	110	110	1	1	1	11	4	1	52	2	-1	2	-1	-1	-9	-1	-9	1	1	0	0	1	4	4	-1	-1	-1	-1	-1	70109	18
701091802	-1	7010918	7	101	110	-1	1	2	1	11	4	2	45	2	-1	3	-1	2	1	-1	1	1	1	1	1	0	4	4	-1	-1	-1	-1	-1	70109	18
701091803	-1	7010918	7	101	110	-1	1	3	1	11	4	1	11	-1	-1	1	-1	-1	-9	-1	-9	-9	-9	9	9	9	0	14	-1	-1	-1	-1	-1	70109	18
701091804	-1	7010918	7	101	110	-1	1	4	1	11	4	2	14	-1	-1	1	-1	-1	-9	-1	-9	1	1	9	9	9	14	0	-1	-1	-1	-1	-1	70109	18
701091901	70109191	7010919	7	101	110	110	1	1	1	-1	1	2	75	6	-1	3	-1	1	5	-1	5	1	1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	70109	19
701092401	70109241	7010924	7	101	110	110	1	1	1	2	3	1	54	2	-1	2	-1	-1	1	-1	1	1	1	0	0	4	1	-1	-1	-1	-1	-1	-1	70109	24
701092402	70109242	7010924	7	101	110	110	1	2	1	2	3	2	18	1	2	1	2	2	1	-1	1	1	1	9	9	0	9	-1	-1	-1	-1	-1	-1	70109	24
701092403	-1	7010924	7	101	110	-1	1	3	1	2	3	2	54	2	-1	3	-1	2	1	-1	1	1	1	1	1	4	0	-1	-1	-1	-1	-1	-1	70109	24
701100201	-1	7011002	7	101	110	-1	2	1	-1	3	3	2	32	5	2	2	-1	-1	5	-1	5	1	1	0	0	4	4	-1	-1	-1	-1	-1	-1	70110	2
701100202	-1	7011002	7	101	110	-1	2	2	-1	3	3	1	10	-1	-1	1	-1	-1	5	-1	5	1	1	9	9	0	14	-1	-1	-1	-1	-1	-1	70110	2
701100203	70110022	7011002	7	101	110	110	2	3	-1	3	3	1	5	-1	-1	1	-1	-1	5	-1	5	1	1	9	9	14	0	-1	-1	-1	-1	-1	-1	70110	2
701100301	70110031	7011003	7	101	110	110	1	1	1	-1	2	1	27	1	1	2	-1	-1	1	-1	1	1	1	0	0	3	-1	-1	-1	-1	-1	-1	-1	70110	3
701100302	-1	7011003	7	101	110	-1	1	2	1	-1	2	2	22	1	1	1	1	-1	1	-1	1	1	1	3	3	0	-1	-1	-1	-1	-1	-1	-1	70110	3
701100401	-1	7011004	7	101	110	-1	2	1	-1	3	3	2	25	1	1	2	-1	-1	5	-1	5	1	1	3	0	3	4	-1	-1	-1	-1	-1	-1	70110	4
701100402	-1	7011004	7	101	110	-1	2	2	-1	3	3	1	25	1	1	2	-1	-1	5	-1	5	1	1	0	3	0	4	-1	-1	-1	-1	-1	-1	70110	4
701100403	70110042	7011004	7	101	110	110	2	3	-1	3	3	1	5	-1	-1	1	-1	-1	5	-1	5	1	1	9	9	9	0	-1	-1	-1	-1	-1	-1	70110	4
701100801	70110081	7011008	7	101	110	110	1	1	1	-1	3	2	68	3	-1	3	-1	1	5	-1	5	1	1	0	0	2	23	-1	-1	-1	-1	-1	-1	70110	8
701100802	-1	7011008	7	101	110	-1	1	2	1	-1	3	2	62	3	-1	2	-1	-1	5	-1	5	1	1	2	2	0	4	-1	-1	-1	-1	-1	-1	70110	8
701100803	-1	7011008	7	101	110	-1	1	3	1	-1	3	1	43	1	2	2	-1	-1	5	-1	5	1	1	23	23	9	0	-1	-1	-1	-1	-1	-1	70110	8
701101201	-1	7011012	7	101	110	-1	1	1	4	-1	4	1	45	2	-1	2	-1	-1	1	-1	1	1	1	1	0	1	4	4	-1	-1	-1	-1	-1	70110	12
701101202	-1	7011012	7	101	110	-1	1	2	4	-1	4	2	45	2	-1	2	-1	-1	5	-1	5	1	1	0	1	0	4	4	-1	-1	-1	-1	-1	70110	12
701101203	-1	7011012	7	101	110	-1	1	3	4	-1	4	1	22	1	2	2	-1	-1	1	-1	1	1	1	9	9	9	0	14	-1	-1	-1	-1	-1	70110	12
701101204	70110121	7011012	7	101	110	110	1	4	4	-1	4	2	19	1	2	3	-1	1	1	-1	1	1	1	9	9	9	14	0	-1	-1	-1	-1	-1	70110	12
701101601	-1	7011016	7	101	110	-1	2	1	-1	5	5	1	29	2	-1	2	-1	-1	5	-1	5	1	1	1	0	1	4	4	4	-1	-1	-1	-1	70110	16
701101602	-1	7011016	7	101	110	-1	2	2	-1	5	5	1	33	2	-1	2	-1	-1	5	-1	5	1	1	0	1	0	4	4	4	-1	-1	-1	-1	70110	16
701101603	-1	7011016	7	101	110	-1	2	3	-1	5	5	1	7	-1	-1	1	-1	-1	5	-1	5	1	1	9	9	9	0	14	14	-1	-1	-1	-1	70110	16
701101604	-1	7011016	7	101	110	-1	2	4	-1	5	5	2	3	-1	-1	3	-1	-1	5	-1	5	1	1	9	9	9	14	0	14	-1	-1	-1	-1	70110	16
701101605	70110162	7011016	7	101	110	110	2	5	-1	5	5	1	1	-1	-1	3	-1	-1	5	-1	5	1	1	9	9	9	14	14	0	-1	-1	-1	-1	70110	16
701101901	70110191	7011019	7	101	110	110	1	1	1	-1	2	2	61	2	-1	3	-1	1	5	-1	5	1	1	1	0	1	-1	-1	-1	-1	-1	-1	-1	70110	19
701101902	-1	7011019	7	101	110	-1	1	2	1	-1	2	1	68	2	-1	3	-1	1	5	-1	5	1	1	0	1	0	-1	-1	-1	-1	-1	-1	-1	70110	19
701102301	-1	7011023	7	101	110	-1	2	1	-1	3	3	2	57	5	2	2	-1	-1	1	-1	1	1	1	0	0	4	4	-1	-1	-1	-1	-1	-1	70110	23
701102302	-1	7011023	7	101	110	-1	2	2	-1	3	3	1	20	1	2	1	2	1	1	-1	1	1	1	9	9	0	14	-1	-1	-1	-1	-1	-1	70110	23
701102303	70110232	7011023	7	101	110	110	2	3	-1	3	3	1	18	1	2	2	-1	-1	1	-1	1	1	1	9	9	14	0	-1	-1	-1	-1	-1	-1	70110	23
701110201	-1	7011102	7	202	110	-1	2	1	-1	4	5	2	38	2	-1	2	-1	-1	3	-1	3	1	1	1	0	1	4	4	4	-1	-1	-1	-1	70111	2
701110202	-1	7011102	7	202	110	-1	2	2	-1	4	5	2	38	2	-1	2	-1	-1	3	-1	3	1	1	0	1	0	4	4	4	-1	-1	-1	-1	70111	2
701110203	-1	7011102	7	202	110	-1	2	3	-1	4	5	1	4	-1	-1	3	-1	-1	3	-1	3	1	1	9	9	9	0	14	14	-1	-1	-1	-1	70111	2
701110204	70111022	7011102	7	202	110	110	2	4	-1	4	5	1	3	-1	-1	3	-1	-1	3	-1	3	1	1	9	9	9	14	0	14	-1	-1	-1	-1	70111	2
701110205	-1	7011102	7	202	110	-1	2	5	-1	4	5	1	8	-1	-1	1	-1	-1	3	-1	3	1	1	9	9	9	14	14	0	-1	-1	-1	-1	70111	2
701110801	70111081	7011108	7	202	110	110	1	1	1	-1	1	2	55	5	-1	3	-1	1	4	-1	4	1	1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	70111	8
701111801	70111181	7011118	7	202	110	110	1	1	1	-1	2	2	65	5	1	3	-1	1	5	-1	5	1	1	3	0	3	-1	-1	-1	-1	-1	-1	-1	70111	18
701111802	-1	7011118	7	202	110	-1	1	2	1	-1	2	1	70	5	1	3	-1	1	5	-1	5	1	1	0	3	0	-1	-1	-1	-1	-1	-1	-1	70111	18
701112501	70111251	7011125	7	202	110	110	1	1	1	3	5	1	47	2	-1	2	-1	-1	1	-1	1	1	1	1	0	1	4	4	4	-1	-1	-1	-1	70111	25
701112502	-1	7011125	7	202	110	-1	1	2	1	3	5	2	47	2	-1	2	-1	-1	3	-1	3	1	1	0	1	0	4	4	4	-1	-1	-1	-1	70111	25
701112503	70111252	7011125	7	202	110	110	1	3	1	3	5	2	14	-1	-1	1	-1	-1	1	-1	1	1	1	9	9	9	0	14	14	-1	-1	-1	-1	70111	25
701112504	-1	7011125	7	202	110	-1	1	4	1	3	5	1	12	-1	-1	1	-1	-1	3	-1	3	1	1	9	9	9	14	0	14	-1	-1	-1	-1	70111	25
701112505	-1	7011125	7	202	110	-1	1	5	1	3	5	1	9	-1	-1	1	-1	-1	3	-1	3	1	1	9	9	9	14	14	0	-1	-1	-1	-1	70111	25
701120501	70112051	7011205	7	201	110	110	1	1	1	-1	2	2	73	2	-1	3	-1	1	1	-1	1	1	1	1	0	1	-1	-1	-1	-1	-1	-1	-1	70112	5
701120502	-1	7011205	7	201	110	-1	1	2	1	-1	2	1	74	2	-1	3	-1	1	1	-1	1	1	1	0	1	0	-1	-1	-1	-1	-1	-1	-1	70112	5
701121901	70112191	7011219	7	201	110	110	1	1	1	-1	1	1	84	6	-1	3	-1	1	1	-1	1	1	1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	70112	19
701122001	-1	7011220	7	201	110	-1	2	1	-1	3	3	1	37	2	-1	2	-1	-1	3	-1	3	1	1	1	0	1	4	-1	-1	-1	-1	-1	-1	70112	20
701122002	-1	7011220	7	201	110	-1	2	2	-1	3	3	2	35	2	-1	2	-1	-1	3	-1	3	1	1	0	1	0	4	-1	-1	-1	-1	-1	-1	70112	20
701122003	70112202	7011220	7	201	110	110	2	3	-1	3	3	2	2	-1	-1	3	-1	-1	3	-1	3	1	1	9	9	9	0	-1	-1	-1	-1	-1	-1	70112	20
701122301	-1	7011223	7	201	110	-1	2	1	-1	2	2	1	56	6	2	2	-1	-1	3	-1	3	1	1	0	0	4	-1	-1	-1	-1	-1	-1	-1	70112	23
701122302	70112232	7011223	7	201	110	110	2	2	-1	2	2	1	15	-1	-1	1	-1	-1	3	-1	3	1	1	9	9	0	-1	-1	-1	-1	-1	-1	-1	70112	23
701122401	70112241	7011224	7	201	110	110	1	1	1	3	4	2	59	2	-1	2	-1	-1	5	-1	5	1	1	1	0	1	4	4	-1	-1	-1	-1	-1	70112	24
701122402	-1	7011224	7	201	110	-1	1	2	1	3	4	1	60	2	-1	2	-1	-1	5	-1	5	1	1	0	1	0	4	4	-1	-1	-1	-1	-1	70112	24
701122403	70112242	7011224	7	201	110	110	1	3	1	3	4	2	16	1	2	1	2	2	5	-1	5	1	1	9	9	9	0	14	-1	-1	-1	-1	-1	70112	24
701122404	-1	7011224	7	201	110	-1	1	4	1	3	4	2	29	1	2	2	-1	-1	5	-1	5	1	1	9	9	9	14	0	-1	-1	-1	-1	-1	70112	24
701122501	70112251	7011225	7	201	110	110	1	1	1	4	4	1	46	2	-1	2	-1	-1	6	-1	6	2	4	0	0	1	4	4	-1	-1	-1	-1	-1	70112	25
701122502	-1	7011225	7	201	110	-1	1	2	1	4	4	2	41	2	-1	2	-1	-1	6	-1	6	2	4	1	1	0	4	4	-1	-1	-1	-1	-1	70112	25
701122503	-1	7011225	7	201	110	-1	1	3	1	4	4	1	10	-1	-1	1	-1	-1	6	-1	6	2	4	9	9	9	0	14	-1	-1	-1	-1	-1	70112	25
701122504	70112252	7011225	7	201	110	110	1	4	1	4	4	2	6	-1	-1	1	-1	-1	6	-1	6	2	4	9	9	9	14	0	-1	-1	-1	-1	-1	70112	25
701130101	-1	7011301	7	101	110	-1	2	1	-1	4	4	2	44	2	-1	2	-1	-1	5	-1	5	1	1	1	0	1	4	4	-1	-1	-1	-1	-1	70113	1
701130102	-1	7011301	7	101	110	-1	2	2	-1	4	4	1	45	2	-1	2	-1	-1	5	-1	5	1	1	0	1	0	4	4	-1	-1	-1	-1	-1	70113	1
701130103	-1	7011301	7	101	110	-1	2	3	-1	4	4	2	13	-1	-1	1	-1	-1	5	-1	5	1	1	9	9	9	0	14	-1	-1	-1	-1	-1	70113	1
701130104	70113012	7011301	7	101	110	110	2	4	-1	4	4	2	11	-1	-1	1	-1	-1	5	-1	5	1	1	9	9	9	14	0	-1	-1	-1	-1	-1	70113	1
701130201	-1	7011302	7	101	110	-1	2	1	-1	4	5	1	45	2	-1	2	-1	-1	5	-1	5	1	1	0	0	1	4	4	4	-1	-1	-1	-1	70113	2
701130202	-1	7011302	7	101	110	-1	2	2	-1	4	5	2	45	2	-1	2	-1	-1	5	-1	5	1	1	1	1	0	4	4	4	-1	-1	-1	-1	70113	2
701130203	-1	7011302	7	101	110	-1	2	3	-1	4	5	2	18	1	2	1	1	-1	5	-1	5	1	1	9	9	9	0	14	14	-1	-1	-1	-1	70113	2
701130204	70113022	7011302	7	101	110	110	2	4	-1	4	5	1	16	1	2	1	2	2	5	-1	5	1	1	9	9	9	14	0	14	-1	-1	-1	-1	70113	2
701130205	-1	7011302	7	101	110	-1	2	5	-1	4	5	1	14	-1	-1	1	-1	-1	5	-1	5	1	1	9	9	9	14	14	0	-1	-1	-1	-1	70113	2
701130601	70113061	7011306	7	101	110	110	1	1	1	-1	4	1	72	2	-1	3	-1	1	1	-1	1	1	1	1	0	1	7	7	-1	-1	-1	-1	-1	70113	6
701130602	-1	7011306	7	101	110	-1	1	2	1	-1	4	2	50	2	-1	2	-1	-1	1	-1	1	1	1	0	1	0	4	4	-1	-1	-1	-1	-1	70113	6
701130603	-1	7011306	7	101	110	-1	1	3	1	-1	4	1	25	1	2	3	-1	1	1	-1	1	1	1	9	12	9	0	14	-1	-1	-1	-1	-1	70113	6
701130604	-1	7011306	7	101	110	-1	1	4	1	-1	4	1	22	1	2	3	-1	1	1	-1	1	1	1	9	12	9	14	0	-1	-1	-1	-1	-1	70113	6
701130801	70113081	7011308	7	101	110	110	1	1	1	3	3	1	45	2	-1	2	-1	-1	5	-1	5	2	4	0	0	1	4	-1	-1	-1	-1	-1	-1	70113	8
701130802	-1	7011308	7	101	110	-1	1	2	1	3	3	2	47	2	-1	3	-1	1	5	-1	5	1	1	1	1	0	4	-1	-1	-1	-1	-1	-1	70113	8
701130803	70113082	7011308	7	101	110	110	1	3	1	3	3	2	8	-1	-1	1	-1	-1	5	-1	5	2	2	9	9	9	0	-1	-1	-1	-1	-1	-1	70113	8
701131201	-1	7011312	7	101	110	-1	1	1	2	-1	2	2	67	2	-1	3	-1	1	5	-1	5	1	1	1	0	1	-1	-1	-1	-1	-1	-1	-1	70113	12
701131202	70113121	7011312	7	101	110	110	1	2	2	-1	2	1	74	2	-1	3	-1	1	5	-1	5	1	1	0	1	0	-1	-1	-1	-1	-1	-1	-1	70113	12
701131501	-1	7011315	7	101	110	-1	2	1	-1	3	4	2	33	1	1	2	-1	-1	5	-1	5	1	1	3	0	3	4	4	-1	-1	-1	-1	-1	70113	15
701131502	-1	7011315	7	101	110	-1	2	2	-1	3	4	1	23	1	1	2	-1	-1	5	-1	5	1	1	0	3	0	23	23	-1	-1	-1	-1	-1	70113	15
701131503	70113152	7011315	7	101	110	110	2	3	-1	3	4	1	16	1	2	2	-1	-1	5	-1	5	1	1	23	9	23	0	14	-1	-1	-1	-1	-1	70113	15
701131504	-1	7011315	7	101	110	-1	2	4	-1	3	4	2	11	-1	-1	1	-1	-1	5	-1	5	1	1	23	9	23	14	0	-1	-1	-1	-1	-1	70113	15
701131901	70113191	7011319	7	101	110	110	1	1	1	-1	1	1	37	1	-1	2	-1	-1	5	-1	5	1	1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	70113	19
701132101	-1	7011321	7	101	110	-1	2	1	-1	2	3	1	41	1	2	2	-1	-1	1	-1	1	1	1	0	0	4	4	-1	-1	-1	-1	-1	-1	70113	21
701132102	70113212	7011321	7	101	110	110	2	2	-1	2	3	2	5	-1	-1	1	-1	-1	1	-1	1	1	1	9	9	0	14	-1	-1	-1	-1	-1	-1	70113	21
701132103	-1	7011321	7	101	110	-1	2	3	-1	2	3	2	3	-1	-1	3	-1	-1	1	-1	1	1	1	9	9	14	0	-1	-1	-1	-1	-1	-1	70113	21
701132501	70113251	7011325	7	101	110	110	1	1	1	3	3	1	36	2	-1	2	-1	-1	5	-1	5	1	1	0	0	1	4	-1	-1	-1	-1	-1	-1	70113	25
701132502	-1	7011325	7	101	110	-1	1	2	1	3	3	2	37	2	-1	2	-1	-1	5	-1	5	1	1	1	1	0	4	-1	-1	-1	-1	-1	-1	70113	25
701132503	70113252	7011325	7	101	110	110	1	3	1	3	3	2	11	-1	-1	1	-1	-1	5	-1	5	1	1	9	9	9	0	-1	-1	-1	-1	-1	-1	70113	25
701132601	70113262	7011326	7	101	110	110	2	1	-1	1	1	1	17	1	-1	2	-1	-1	5	-1	5	1	1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	70113	26
701140501	-1	7011405	7	401	110	-1	1	1	2	5	5	1	39	2	-1	2	-1	-1	-1	1	5	1	1	0	0	1	4	4	4	-1	-1	-1	-1	70114	5
701140502	70114051	7011405	7	401	110	110	1	2	2	5	5	2	39	2	-1	2	-1	-1	-1	1	5	1	1	1	1	0	4	4	4	-1	-1	-1	-1	70114	5
701140503	-1	7011405	7	401	110	-1	1	3	2	5	5	1	6	-1	-1	1	-1	-1	-1	1	5	1	1	9	9	9	0	14	14	-1	-1	-1	-1	70114	5
701140504	-1	7011405	7	401	110	-1	1	4	2	5	5	1	3	-1	-1	3	-1	-1	-1	1	5	1	1	9	9	9	14	0	14	-1	-1	-1	-1	70114	5
701140505	70114052	7011405	7	401	110	110	1	5	2	5	5	2	3	-1	-1	3	-1	-1	-1	1	5	1	1	9	9	9	14	14	0	-1	-1	-1	-1	70114	5
701141201	70114121	7011412	7	401	110	110	1	1	1	-1	2	1	57	2	-1	2	-1	-1	-1	2	6	1	1	0	0	1	-1	-1	-1	-1	-1	-1	-1	70114	12
701141202	-1	7011412	7	401	110	-1	1	2	1	-1	2	2	56	2	-1	3	-1	1	-1	2	6	1	1	1	1	0	-1	-1	-1	-1	-1	-1	-1	70114	12
701141301	-1	7011413	7	401	110	-1	2	1	-1	5	5	1	47	2	-1	2	-1	-1	-1	1	5	2	4	0	0	1	4	4	4	-1	-1	-1	-1	70114	13
701141302	-1	7011413	7	401	110	-1	2	2	-1	5	5	2	38	2	-1	2	-1	-1	-1	1	5	2	4	1	1	0	4	4	4	-1	-1	-1	-1	70114	13
701141303	-1	7011413	7	401	110	-1	2	3	-1	5	5	2	15	-1	-1	1	-1	-1	-1	1	5	2	4	9	9	9	0	14	14	-1	-1	-1	-1	70114	13
701141304	-1	7011413	7	401	110	-1	2	4	-1	5	5	2	9	-1	-1	1	-1	-1	-1	2	6	2	4	9	9	9	14	0	14	-1	-1	-1	-1	70114	13
701141305	70114132	7011413	7	401	110	110	2	5	-1	5	5	1	3	-1	-1	3	-1	-1	-1	1	5	2	4	9	9	9	14	14	0	-1	-1	-1	-1	70114	13
701142001	-1	7011420	7	401	110	-1	2	1	-1	3	3	2	33	1	2	2	-1	-1	-1	2	6	1	1	0	0	4	4	-1	-1	-1	-1	-1	-1	70114	20
701142002	-1	7011420	7	401	110	-1	2	2	-1	3	3	1	9	-1	-1	1	-1	-1	-1	2	6	1	1	9	9	0	14	-1	-1	-1	-1	-1	-1	70114	20
701142003	70114202	7011420	7	401	110	110	2	3	-1	3	3	1	7	-1	-1	1	-1	-1	-1	2	6	1	1	9	9	14	0	-1	-1	-1	-1	-1	-1	70114	20
701142201	-1	7011422	7	401	110	-1	2	1	-1	2	2	2	42	1	2	3	-1	1	-1	2	6	1	1	0	0	4	-1	-1	-1	-1	-1	-1	-1	70114	22
701142202	70114222	7011422	7	401	110	110	2	2	-1	2	2	2	17	1	2	1	2	2	-1	2	6	1	1	9	9	0	-1	-1	-1	-1	-1	-1	-1	70114	22
701142301	-1	7011423	7	401	110	-1	2	1	-1	4	4	1	52	2	-1	2	-1	-1	-1	2	6	1	1	1	0	1	4	4	-1	-1	-1	-1	-1	70114	23
701142302	-1	7011423	7	401	110	-1	2	2	-1	4	4	2	50	2	-1	2	-1	-1	-1	2	6	1	1	0	1	0	4	4	-1	-1	-1	-1	-1	70114	23
701142303	-1	7011423	7	401	110	-1	2	3	-1	4	4	1	20	1	2	1	2	2	-1	2	6	1	1	9	9	9	0	14	-1	-1	-1	-1	-1	70114	23
701142304	70114232	7011423	7	401	110	110	2	4	-1	4	4	2	13	-1	-1	1	-1	-1	-1	2	6	1	1	9	9	9	14	0	-1	-1	-1	-1	-1	70114	23
702010301	70201031	7020103	7	101	110	110	1	1	1	-1	2	1	66	2	-1	3	-1	1	1	-1	1	1	1	0	0	1	-1	-1	-1	-1	-1	-1	-1	70201	3
702010302	-1	7020103	7	101	110	-1	1	2	1	-1	2	2	66	2	-1	3	-1	1	1	-1	1	1	1	1	1	0	-1	-1	-1	-1	-1	-1	-1	70201	3
702010701	-1	7020107	7	101	110	-1	2	1	-1	3	4	2	40	2	-1	2	-1	-1	5	-1	5	1	1	1	0	1	4	4	-1	-1	-1	-1	-1	70201	7
702010702	-1	7020107	7	101	110	-1	2	2	-1	3	4	1	36	2	-1	2	-1	-1	1	-1	1	1	1	0	1	0	4	4	-1	-1	-1	-1	-1	70201	7
702010703	70201072	7020107	7	101	110	110	2	3	-1	3	4	1	2	-1	-1	3	-1	-1	1	-1	1	1	1	9	9	9	0	14	-1	-1	-1	-1	-1	70201	7
702010704	-1	7020107	7	101	110	-1	2	4	-1	3	4	2	0	-1	-1	3	-1	-1	1	-1	1	1	1	9	9	9	14	0	-1	-1	-1	-1	-1	70201	7
702011801	70201181	7020118	7	101	110	110	1	1	1	-1	1	2	77	6	-1	3	-1	1	1	-1	1	1	1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	70201	18
702012201	70201222	7020122	7	101	110	110	2	1	-1	1	2	2	18	1	2	2	-1	-1	5	-1	5	1	1	9	0	9	-1	-1	-1	-1	-1	-1	-1	70201	22
702012202	-1	7020122	7	101	110	-1	2	2	-1	1	2	2	55	5	2	2	-1	-1	3	-1	3	1	1	0	4	0	-1	-1	-1	-1	-1	-1	-1	70201	22
702012501	70201251	7020125	7	101	110	110	1	1	1	-1	4	1	33	1	1	2	-1	-1	5	-1	5	1	1	23	0	23	23	3	-1	-1	-1	-1	-1	70201	25
702012502	-1	7020125	7	101	110	-1	1	2	1	-1	4	1	55	2	-1	3	-1	1	5	-1	5	1	1	0	23	0	1	4	-1	-1	-1	-1	-1	70201	25
702012503	-1	7020125	7	101	110	-1	1	3	1	-1	4	2	56	2	-1	2	-1	-1	5	-1	5	1	1	1	23	1	0	4	-1	-1	-1	-1	-1	70201	25
702012504	-1	7020125	7	101	110	-1	1	4	1	-1	4	2	28	1	1	3	-1	2	5	-1	5	1	1	9	3	9	9	0	-1	-1	-1	-1	-1	70201	25
702020501	70202051	7020205	7	101	110	110	1	1	1	-1	2	2	70	2	-1	3	-1	1	1	-1	1	1	1	1	0	1	-1	-1	-1	-1	-1	-1	-1	70202	5
702020502	-1	7020205	7	101	110	-1	1	2	1	-1	2	1	74	2	-1	3	-1	1	1	-1	1	1	1	0	1	0	-1	-1	-1	-1	-1	-1	-1	70202	5
702020801	70202081	7020208	7	101	110	110	1	1	1	-1	1	1	54	5	-1	2	-1	-1	1	-1	1	1	1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	70202	8
702021101	-1	7020211	7	101	110	-1	2	1	-1	4	4	2	41	2	-1	2	-1	-1	5	-1	5	1	1	1	0	1	4	4	-1	-1	-1	-1	-1	70202	11
702021102	-1	7020211	7	101	110	-1	2	2	-1	4	4	1	44	2	-1	2	-1	-1	5	-1	5	1	1	0	1	0	4	4	-1	-1	-1	-1	-1	70202	11
702021103	-1	7020211	7	101	110	-1	2	3	-1	4	4	1	10	-1	-1	1	-1	-1	5	-1	5	1	1	9	9	9	0	14	-1	-1	-1	-1	-1	70202	11
702021104	70202112	7020211	7	101	110	110	2	4	-1	4	4	1	6	-1	-1	1	-1	-1	5	-1	5	1	1	9	9	9	14	0	-1	-1	-1	-1	-1	70202	11
702021201	70202121	7020212	7	101	110	110	1	1	1	-1	2	1	81	2	-1	3	-1	1	1	-1	1	1	1	0	0	1	-1	-1	-1	-1	-1	-1	-1	70202	12
702021202	-1	7020212	7	101	110	-1	1	2	1	-1	2	2	78	2	-1	3	-1	1	1	-1	1	1	1	1	1	0	-1	-1	-1	-1	-1	-1	-1	70202	12
702021401	-1	7020214	7	101	110	-1	2	1	-1	4	4	2	31	2	-1	3	-1	1	5	-1	5	2	4	1	0	1	4	4	-1	-1	-1	-1	-1	70202	14
702021402	-1	7020214	7	101	110	-1	2	2	-1	4	4	1	38	2	-1	2	-1	-1	5	-1	5	2	4	0	1	0	4	4	-1	-1	-1	-1	-1	70202	14
702021403	-1	7020214	7	101	110	-1	2	3	-1	4	4	2	11	-1	-1	1	-1	-1	5	-1	5	2	4	9	9	9	0	14	-1	-1	-1	-1	-1	70202	14
702021404	70202142	7020214	7	101	110	110	2	4	-1	4	4	2	9	-1	-1	1	-1	-1	5	-1	5	2	4	9	9	9	14	0	-1	-1	-1	-1	-1	70202	14
702021601	-1	7020216	7	101	110	-1	2	1	-1	3	4	2	45	2	-1	2	-1	-1	1	-1	1	1	1	0	0	1	4	4	-1	-1	-1	-1	-1	70202	16
702021602	-1	7020216	7	101	110	-1	2	2	-1	3	4	1	55	2	-1	2	-1	-1	1	-1	1	2	2	1	1	0	4	4	-1	-1	-1	-1	-1	70202	16
702021603	70202162	7020216	7	101	110	110	2	3	-1	3	4	1	12	-1	-1	1	-1	-1	1	-1	1	1	1	9	9	9	0	14	-1	-1	-1	-1	-1	70202	16
702021604	-1	7020216	7	101	110	-1	2	4	-1	3	4	2	10	-1	-1	1	-1	-1	1	-1	1	1	1	9	9	9	14	0	-1	-1	-1	-1	-1	70202	16
702021701	70202171	7020217	7	101	110	110	1	1	1	3	3	1	38	1	1	2	-1	-1	5	-1	5	1	1	0	0	3	4	-1	-1	-1	-1	-1	-1	70202	17
702021702	-1	7020217	7	101	110	-1	1	2	1	3	3	2	26	1	1	1	1	-1	5	-1	5	1	1	3	3	0	4	-1	-1	-1	-1	-1	-1	70202	17
702021703	70202172	7020217	7	101	110	110	1	3	1	3	3	2	2	-1	-1	3	-1	-1	5	-1	5	1	1	9	9	9	0	-1	-1	-1	-1	-1	-1	70202	17
702021801	70202181	7020218	7	101	110	110	1	1	1	-1	2	2	62	3	-1	2	-1	-1	5	-1	5	2	4	0	0	2	-1	-1	-1	-1	-1	-1	-1	70202	18
702021802	-1	7020218	7	101	110	-1	1	2	1	-1	2	2	61	3	-1	3	-1	1	6	-1	6	1	1	2	2	0	-1	-1	-1	-1	-1	-1	-1	70202	18
702021901	70202191	7020219	7	101	110	110	1	1	1	-1	1	1	64	5	-1	2	-1	-1	1	-1	1	1	1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	70202	19
702022301	-1	7020223	7	101	110	-1	2	1	-1	3	3	2	30	2	-1	2	-1	-1	5	-1	5	1	1	1	0	1	4	-1	-1	-1	-1	-1	-1	70202	23
