surveyyr	Country	Outcome	IOut	ScrType	pgrid	adnum1	ChNum	DMHSize	Sex	age	MarStat	LiveWith	MarSt2	LiveW2	WrkStat	PTWork	EverWk	NatIDG	NatIDN	NatIDU	EthGrG	EthGrN	EthGrU	RHRP	R01	R02	R03	R04	R05	R06	R07	R08	R09	R10	RelHRP	Rel01	Rel02	Rel03	Rel04	Rel05	Rel06	Rel07	Rel08	Rel09	Rel10	area	addnum	serialh	serialp	seriali
4	302	110	110	2	3	-1	3	3	2	17	-4	-4	1	2	2	-1	-1	2	-1	2	1	-1	1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	9	9	14	0	-1	-1	-1	-1	-1	-1	-1	40110	6	4011006	401100603	40110062
4	302	110	-1	2	1	-1	3	3	1	45	-4	-4	1	1	2	-1	-1	1	-1	1	1	-1	1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	0	0	3	7	-1	-1	-1	-1	-1	-1	-1	40110	7	4011007	401100701	-1
4	302	110	-1	2	2	-1	3	3	2	45	-4	-4	1	1	2	-1	-1	1	-1	1	1	-1	1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	3	3	0	4	-1	-1	-1	-1	-1	-1	-1	40110	7	4011007	401100702	-1
4	302	110	110	2	3	-1	3	3	1	15	-4	-4	-1	-1	1	-1	-1	2	-1	2	1	-1	1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	12	12	9	0	-1	-1	-1	-1	-1	-1	-1	40110	7	4011007	401100703	40110072
4	302	110	110	1	1	1	-1	2	1	71	-4	-4	2	-1	3	-1	1	2	-1	2	1	-1	1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	0	0	1	-1	-1	-1	-1	-1	-1	-1	-1	40110	8	4011008	401100801	40110081
4	302	110	-1	1	2	1	-1	2	2	70	-4	-4	2	-1	3	-1	1	2	-1	2	1	-1	1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	1	1	0	-1	-1	-1	-1	-1	-1	-1	-1	40110	8	4011008	401100802	-1
4	302	110	110	1	1	1	-1	1	2	65	-4	-4	6	-1	3	-1	1	2	-1	2	1	-1	1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	40110	10	4011010	401101001	40110101
4	302	110	110	1	1	1	-1	1	2	49	-4	-4	5	-1	2	-1	-1	5	-1	5	1	-1	1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	40110	13	4011013	401101301	40110131
4	302	110	-1	2	1	-1	3	3	2	42	-4	-4	2	-1	3	-1	1	2	-1	2	1	-1	1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	1	0	1	4	-1	-1	-1	-1	-1	-1	-1	40110	18	4011018	401101801	-1
4	302	110	-1	2	2	-1	3	3	1	43	-4	-4	2	-1	3	-1	1	2	-1	2	1	-1	1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	0	1	0	4	-1	-1	-1	-1	-1	-1	-1	40110	18	4011018	401101802	-1
4	302	110	110	2	3	-1	3	3	1	18	-4	-4	1	2	3	-1	1	2	-1	2	1	-1	1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	9	9	9	0	-1	-1	-1	-1	-1	-1	-1	40110	18	4011018	401101803	40110182
4	302	110	-1	2	1	-1	2	2	2	28	-4	-4	1	2	2	-1	-1	2	-1	2	1	-1	1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	0	0	4	-1	-1	-1	-1	-1	-1	-1	-1	40110	19	4011019	401101901	-1
4	302	110	110	2	2	-1	2	2	2	2	-4	-4	-1	-1	3	-1	-1	2	-1	2	1	-1	1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	9	9	0	-1	-1	-1	-1	-1	-1	-1	-1	40110	19	4011019	401101902	40110192
4	302	110	-1	1	1	2	-1	3	1	47	-4	-4	2	-1	3	-1	1	2	-1	2	1	-1	1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	0	0	1	7	-1	-1	-1	-1	-1	-1	-1	40110	22	4011022	401102201	-1
4	302	110	110	1	2	2	-1	3	2	48	-4	-4	2	-1	3	-1	1	2	-1	2	1	-1	1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	1	1	0	4	-1	-1	-1	-1	-1	-1	-1	40110	22	4011022	401102202	40110221
4	302	110	-1	1	3	2	-1	3	2	26	-4	-4	1	2	3	-1	1	2	-1	2	1	-1	1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	12	12	9	0	-1	-1	-1	-1	-1	-1	-1	40110	22	4011022	401102203	-1
4	402	110	-1	1	1	2	-1	2	1	49	-4	-4	2	-1	2	-1	-1	-1	1	5	-1	1	1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	0	0	1	-1	-1	-1	-1	-1	-1	-1	-1	40111	1	4011101	401110101	-1
4	402	110	110	1	2	2	-1	2	2	53	-4	-4	2	-1	3	-1	1	-1	1	5	-1	1	1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	1	1	0	-1	-1	-1	-1	-1	-1	-1	-1	40111	1	4011101	401110102	40111011
4	402	110	-1	2	1	-1	4	4	1	36	-4	-4	2	-1	2	-1	-1	-1	1	5	-1	1	1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	0	0	1	4	4	-1	-1	-1	-1	-1	-1	40111	3	4011103	401110301	-1
4	402	110	-1	2	2	-1	4	4	2	35	-4	-4	2	-1	2	-1	-1	-1	1	5	-1	1	1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	1	1	0	4	4	-1	-1	-1	-1	-1	-1	40111	3	4011103	401110302	-1
4	402	110	-1	2	3	-1	4	4	2	9	-4	-4	-1	-1	1	-1	-1	-1	1	5	-1	1	1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	9	9	9	0	14	-1	-1	-1	-1	-1	-1	40111	3	4011103	401110303	-1
4	402	110	110	2	4	-1	4	4	1	3	-4	-4	-1	-1	3	-1	-1	-1	1	5	-1	1	1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	9	9	9	14	0	-1	-1	-1	-1	-1	-1	40111	3	4011103	401110304	40111032
4	402	110	110	1	1	1	2	3	2	38	-4	-4	4	2	2	-1	-1	-1	1	5	-1	1	1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	0	0	4	4	-1	-1	-1	-1	-1	-1	-1	40111	5	4011105	401110501	40111051
4	402	110	110	1	2	1	2	3	1	10	-4	-4	-1	-1	1	-1	-1	-1	1	5	-1	1	1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	9	9	0	14	-1	-1	-1	-1	-1	-1	-1	40111	5	4011105	401110502	40111052
4	402	110	-1	1	3	1	2	3	1	8	-4	-4	-1	-1	1	-1	-1	-1	1	5	-1	1	1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	9	9	14	0	-1	-1	-1	-1	-1	-1	-1	40111	5	4011105	401110503	-1
4	402	110	-1	1	1	2	-1	3	1	62	-4	-4	2	-1	3	-1	1	-1	5	1	-1	1	1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	1	0	1	4	-1	-1	-1	-1	-1	-1	-1	40111	8	4011108	401110801	-1
4	402	110	110	1	2	2	-1	3	2	59	-4	-4	2	-1	2	-1	-1	-1	5	1	-1	1	1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	0	1	0	4	-1	-1	-1	-1	-1	-1	-1	40111	8	4011108	401110802	40111081
4	402	110	-1	1	3	2	-1	3	2	26	-4	-4	1	2	2	-1	-1	-1	5	1	-1	1	1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	9	9	9	0	-1	-1	-1	-1	-1	-1	-1	40111	8	4011108	401110803	-1
4	402	110	-1	2	1	-1	3	3	1	32	-4	-4	2	-1	2	-1	-1	-1	1	5	-1	1	1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	0	0	1	4	-1	-1	-1	-1	-1	-1	-1	40111	9	4011109	401110901	-1
4	402	110	-1	2	2	-1	3	3	2	35	-4	-4	2	-1	2	-1	-1	-1	8	6	-1	1	1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	1	1	0	4	-1	-1	-1	-1	-1	-1	-1	40111	9	4011109	401110902	-1
4	402	110	110	2	3	-1	3	3	1	2	-4	-4	-1	-1	3	-1	-1	-1	1	5	-1	1	1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	9	9	9	0	-1	-1	-1	-1	-1	-1	-1	40111	9	4011109	401110903	40111092
4	402	110	110	1	1	1	-1	1	2	76	-4	-4	1	-1	3	-1	1	-1	5	1	-1	1	1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	40111	10	4011110	401111001	40111101
4	402	110	-1	2	1	-1	4	4	1	30	-4	-4	2	-1	2	-1	-1	-1	5	1	-1	1	1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	0	0	1	4	4	-1	-1	-1	-1	-1	-1	40111	15	4011115	401111501	-1
4	402	110	-1	2	2	-1	4	4	2	38	-4	-4	2	-1	3	-1	1	-1	2	4	-1	1	1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	1	1	0	4	4	-1	-1	-1	-1	-1	-1	40111	15	4011115	401111502	-1
4	402	110	-1	2	3	-1	4	4	2	3	-4	-4	-1	-1	3	-1	-1	-1	4	5	-1	1	1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	9	9	9	0	14	-1	-1	-1	-1	-1	-1	40111	15	4011115	401111503	-1
4	402	110	110	2	4	-1	4	4	2	2	-4	-4	-1	-1	3	-1	-1	-1	1	5	-1	1	1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	9	9	9	14	0	-1	-1	-1	-1	-1	-1	40111	15	4011115	401111504	40111152
4	402	110	110	1	1	1	2	3	2	39	-4	-4	4	2	3	-1	1	-1	4	5	-1	1	1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	0	0	5	5	-1	-1	-1	-1	-1	-1	-1	40111	17	4011117	401111701	40111171
4	402	110	110	1	2	1	2	3	1	5	-4	-4	-1	-1	1	-1	-1	-1	4	5	-1	1	1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	10	10	0	14	-1	-1	-1	-1	-1	-1	-1	40111	17	4011117	401111702	40111172
4	402	110	-1	1	3	1	2	3	1	2	-4	-4	-1	-1	3	-1	-1	-1	4	5	-1	1	1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	10	10	14	0	-1	-1	-1	-1	-1	-1	-1	40111	17	4011117	401111703	-1
4	402	110	-1	2	1	-1	3	3	1	35	-4	-4	2	-1	2	-1	-1	-1	1	5	-1	1	1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	0	0	1	4	-1	-1	-1	-1	-1	-1	-1	40111	23	4011123	401112301	-1
4	402	110	-1	2	2	-1	3	3	2	26	-4	-4	2	-1	3	-1	1	-1	1	5	-1	1	1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	1	1	0	4	-1	-1	-1	-1	-1	-1	-1	40111	23	4011123	401112302	-1
4	402	110	110	2	3	-1	3	3	2	2	-4	-4	-1	-1	3	-1	-1	-1	1	5	-1	1	1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	9	9	9	0	-1	-1	-1	-1	-1	-1	-1	40111	23	4011123	401112303	40111232
4	402	110	-1	1	1	2	3	3	1	30	-4	-4	2	-1	2	-1	-1	-1	1	5	-1	1	1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	0	0	1	4	-1	-1	-1	-1	-1	-1	-1	40111	26	4011126	401112601	-1
4	402	110	110	1	2	2	3	3	2	32	-4	-4	2	-1	2	-1	-1	-1	1	5	-1	1	1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	1	1	0	4	-1	-1	-1	-1	-1	-1	-1	40111	26	4011126	401112602	40111261
4	402	110	110	1	3	2	3	3	1	7	-4	-4	-1	-1	1	-1	-1	-1	1	5	-1	1	1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	9	9	9	0	-1	-1	-1	-1	-1	-1	-1	40111	26	4011126	401112603	40111262
4	302	110	-1	1	1	3	-1	3	1	65	-4	-4	2	-1	3	-1	1	2	-1	2	1	-1	1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	0	0	1	4	-1	-1	-1	-1	-1	-1	-1	40112	2	4011202	401120201	-1
4	302	110	-1	1	2	3	-1	3	2	59	-4	-4	2	-1	2	-1	-1	2	-1	2	1	-1	1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	1	1	0	4	-1	-1	-1	-1	-1	-1	-1	40112	2	4011202	401120202	-1
4	302	110	110	1	3	3	-1	3	2	25	-4	-4	1	2	2	-1	-1	2	-1	2	1	-1	1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	9	9	9	0	-1	-1	-1	-1	-1	-1	-1	40112	2	4011202	401120203	40112021
4	302	110	-1	2	1	-1	3	4	2	38	-4	-4	2	-1	2	-1	-1	5	-1	5	1	-1	1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	1	0	1	4	4	-1	-1	-1	-1	-1	-1	40112	9	4011209	401120901	-1
4	302	110	-1	2	2	-1	3	4	1	40	-4	-4	2	-1	2	-1	-1	5	-1	5	1	-1	1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	0	1	0	4	4	-1	-1	-1	-1	-1	-1	40112	9	4011209	401120902	-1
4	302	110	110	2	3	-1	3	4	1	4	-4	-4	-1	-1	3	-1	-1	5	-1	5	1	-1	1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	9	9	9	0	14	-1	-1	-1	-1	-1	-1	40112	9	4011209	401120903	40112092
4	302	110	-1	2	4	-1	3	4	2	2	-4	-4	-1	-1	3	-1	-1	5	-1	5	1	-1	1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	9	9	9	14	0	-1	-1	-1	-1	-1	-1	40112	9	4011209	401120904	-1
4	302	110	110	1	1	1	3	6	2	39	-4	-4	4	2	2	-1	-1	2	-1	2	1	-1	1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	0	0	4	4	4	4	4	-1	-1	-1	-1	40112	10	4011210	401121001	40112101
4	302	110	-1	1	2	1	3	6	1	18	-4	-4	1	2	3	-1	2	2	-1	2	1	-1	1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	9	9	0	14	14	14	14	-1	-1	-1	-1	40112	10	4011210	401121002	-1
4	302	110	110	1	3	1	3	6	1	17	-4	-4	1	2	3	-1	2	2	-1	2	1	-1	1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	9	9	14	0	14	14	14	-1	-1	-1	-1	40112	10	4011210	401121003	40112102
4	302	110	-1	1	4	1	3	6	2	16	-4	-4	1	2	3	-1	2	2	-1	2	1	-1	1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	9	9	14	14	0	14	14	-1	-1	-1	-1	40112	10	4011210	401121004	-1
4	302	110	-1	1	5	1	3	6	1	15	-4	-4	-1	-1	1	-1	-1	2	-1	2	1	-1	1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	9	9	14	14	14	0	14	-1	-1	-1	-1	40112	10	4011210	401121005	-1
4	302	110	-1	1	6	1	3	6	1	6	-4	-4	-1	-1	1	-1	-1	2	-1	2	1	-1	1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	9	9	14	14	14	14	0	-1	-1	-1	-1	40112	10	4011210	401121006	-1
4	302	110	-1	2	1	-1	3	4	2	35	-4	-4	1	1	3	-1	1	6	-1	6	2	-1	1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	3	0	3	4	4	-1	-1	-1	-1	-1	-1	40112	12	4011212	401121201	-1
4	302	110	-1	2	2	-1	3	4	1	37	-4	-4	1	1	2	-1	-1	2	-1	2	1	-1	1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	0	3	0	4	4	-1	-1	-1	-1	-1	-1	40112	12	4011212	401121202	-1
4	302	110	110	2	3	-1	3	4	1	3	-4	-4	-1	-1	3	-1	-1	2	-1	2	1	-1	1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	9	9	9	0	14	-1	-1	-1	-1	-1	-1	40112	12	4011212	401121203	40112122
4	302	110	-1	2	4	-1	3	4	2	1	-4	-4	-1	-1	3	-1	-1	2	-1	2	1	-1	1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	9	9	9	14	0	-1	-1	-1	-1	-1	-1	40112	12	4011212	401121204	-1
4	302	110	110	1	1	1	-1	1	1	22	-4	-4	1	-1	3	-1	1	2	-1	2	1	-1	1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	40112	13	4011213	401121301	40112131
4	302	110	-1	2	1	-1	3	3	1	58	-4	-4	2	-1	2	-1	-1	5	-1	5	1	-1	1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	0	0	1	4	-1	-1	-1	-1	-1	-1	-1	40112	15	4011215	401121501	-1
4	302	110	-1	2	2	-1	3	3	2	54	-4	-4	2	-1	2	-1	-1	5	-1	5	1	-1	1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	1	1	0	4	-1	-1	-1	-1	-1	-1	-1	40112	15	4011215	401121502	-1
4	302	110	110	2	3	-1	3	3	2	16	-4	-4	1	2	1	2	2	5	-1	5	1	-1	1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	9	9	9	0	-1	-1	-1	-1	-1	-1	-1	40112	15	4011215	401121503	40112152
4	302	110	110	1	1	1	-1	2	2	30	-4	-4	1	1	2	-1	-1	2	-1	2	1	-1	1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	3	0	3	-1	-1	-1	-1	-1	-1	-1	-1	40112	22	4011222	401122201	40112221
4	302	110	-1	1	2	1	-1	2	1	34	-4	-4	1	1	2	-1	-1	2	-1	2	1	-1	1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	0	3	0	-1	-1	-1	-1	-1	-1	-1	-1	40112	22	4011222	401122202	-1
4	302	110	-1	2	1	-1	4	4	2	43	-4	-4	2	-1	2	-1	-1	2	-1	2	1	-1	1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	1	0	1	4	4	-1	-1	-1	-1	-1	-1	40112	25	4011225	401122501	-1
4	302	110	-1	2	2	-1	4	4	1	43	-4	-4	2	-1	2	-1	-1	2	-1	2	1	-1	1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	0	1	0	4	4	-1	-1	-1	-1	-1	-1	40112	25	4011225	401122502	-1
4	302	110	-1	2	3	-1	4	4	1	13	-4	-4	-1	-1	1	-1	-1	2	-1	2	1	-1	1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	9	9	9	0	14	-1	-1	-1	-1	-1	-1	40112	25	4011225	401122503	-1
4	302	110	110	2	4	-1	4	4	1	10	-4	-4	-1	-1	1	-1	-1	2	-1	2	1	-1	1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	9	9	9	14	0	-1	-1	-1	-1	-1	-1	40112	25	4011225	401122504	40112252
4	101	110	-1	1	1	2	-1	4	2	33	-4	-4	2	-1	3	-1	1	5	-1	5	4	-1	2	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	0	0	1	4	4	-1	-1	-1	-1	-1	-1	40113	1	4011301	401130101	-1
4	101	110	110	1	2	2	-1	4	1	38	-4	-4	2	-1	2	-1	-1	5	-1	5	1	-1	1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	1	1	0	4	4	-1	-1	-1	-1	-1	-1	40113	1	4011301	401130102	40113011
4	101	110	-1	1	3	2	-1	4	1	0	-4	-4	-1	-1	3	-1	-1	5	-1	5	4	-1	2	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	9	9	9	0	14	-1	-1	-1	-1	-1	-1	40113	1	4011301	401130103	-1
4	101	110	-1	1	4	2	-1	4	2	0	-4	-4	-1	-1	3	-1	-1	5	-1	5	4	-1	2	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	9	9	9	14	0	-1	-1	-1	-1	-1	-1	40113	1	4011301	401130104	-1
4	101	110	110	1	1	1	-1	2	1	76	-4	-4	2	-1	3	-1	1	1	-1	1	1	-1	1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	0	0	1	-1	-1	-1	-1	-1	-1	-1	-1	40113	5	4011305	401130501	40113051
4	101	110	-1	1	2	1	-1	2	2	72	-4	-4	2	-1	3	-1	1	1	-1	1	1	-1	1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	1	1	0	-1	-1	-1	-1	-1	-1	-1	-1	40113	5	4011305	401130502	-1
4	101	110	-1	2	1	-1	5	5	2	47	-4	-4	2	-1	3	-1	1	1	-1	1	1	-1	1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	1	0	1	4	4	4	-1	-1	-1	-1	-1	40113	6	4011306	401130601	-1
4	101	110	-1	2	2	-1	5	5	1	48	-4	-4	2	-1	2	-1	-1	1	-1	1	1	-1	1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	0	1	0	4	4	4	-1	-1	-1	-1	-1	40113	6	4011306	401130602	-1
4	101	110	-1	2	3	-1	5	5	1	16	-4	-4	1	2	1	1	-1	1	-1	1	1	-1	1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	9	9	9	0	14	14	-1	-1	-1	-1	-1	40113	6	4011306	401130603	-1
4	101	110	-1	2	4	-1	5	5	2	13	-4	-4	-1	-1	1	-1	-1	1	-1	1	1	-1	1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	9	9	9	14	0	14	-1	-1	-1	-1	-1	40113	6	4011306	401130604	-1
4	101	110	110	2	5	-1	5	5	1	8	-4	-4	-1	-1	1	-1	-1	1	-1	1	1	-1	1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	9	9	9	14	14	0	-1	-1	-1	-1	-1	40113	6	4011306	401130605	40113062
4	101	110	-1	1	1	3	-1	3	2	43	-4	-4	1	2	2	-1	-1	1	-1	1	1	-1	1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	0	0	4	4	-1	-1	-1	-1	-1	-1	-1	40113	8	4011308	401130801	-1
4	101	110	-1	1	2	3	-1	3	1	23	-4	-4	1	2	2	-1	-1	1	-1	1	1	-1	1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	9	9	0	14	-1	-1	-1	-1	-1	-1	-1	40113	8	4011308	401130802	-1
4	101	110	110	1	3	3	-1	3	2	22	-4	-4	1	2	2	-1	-1	1	-1	1	1	-1	1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	9	9	14	0	-1	-1	-1	-1	-1	-1	-1	40113	8	4011308	401130803	40113081
4	101	110	-1	2	1	-1	3	4	2	49	-4	-4	2	-1	2	-1	-1	1	-1	1	1	-1	1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	0	0	1	4	4	-1	-1	-1	-1	-1	-1	40113	11	4011311	401131101	-1
4	101	110	-1	2	2	-1	3	4	1	48	-4	-4	2	-1	2	-1	-1	1	-1	1	1	-1	1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	1	1	0	7	7	-1	-1	-1	-1	-1	-1	40113	11	4011311	401131102	-1
4	101	110	110	2	3	-1	3	4	1	11	-4	-4	-1	-1	1	-1	-1	1	-1	1	1	-1	1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	9	9	12	0	14	-1	-1	-1	-1	-1	-1	40113	11	4011311	401131103	40113112
4	101	110	-1	2	4	-1	3	4	2	20	-4	-4	1	2	1	2	2	1	-1	1	1	-1	1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	9	9	12	14	0	-1	-1	-1	-1	-1	-1	40113	11	4011311	401131104	-1
4	101	110	-1	2	1	-1	5	5	2	42	-4	-4	2	-1	2	-1	-1	1	-1	1	1	-1	1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	1	0	1	4	4	4	-1	-1	-1	-1	-1	40113	16	4011316	401131601	-1
4	101	110	-1	2	2	-1	5	5	1	47	-4	-4	2	-1	2	-1	-1	1	-1	1	1	-1	1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	0	1	0	4	4	4	-1	-1	-1	-1	-1	40113	16	4011316	401131602	-1
4	101	110	-1	2	3	-1	5	5	1	20	-4	-4	1	2	2	-1	-1	1	-1	1	1	-1	1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	9	9	9	0	14	14	-1	-1	-1	-1	-1	40113	16	4011316	401131603	-1
4	101	110	-1	2	4	-1	5	5	2	19	-4	-4	1	2	2	-1	-1	1	-1	1	1	-1	1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	9	9	9	14	0	14	-1	-1	-1	-1	-1	40113	16	4011316	401131604	-1
4	101	110	110	2	5	-1	5	5	1	11	-4	-4	-1	-1	1	-1	-1	1	-1	1	1	-1	1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	9	9	9	14	14	0	-1	-1	-1	-1	-1	40113	16	4011316	401131605	40113162
4	101	110	110	1	1	1	3	4	1	38	-4	-4	2	-1	2	-1	-1	5	-1	5	1	-1	1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	0	0	1	4	4	-1	-1	-1	-1	-1	-1	40113	25	4011325	401132501	40113251
4	101	110	-1	1	2	1	3	4	2	37	-4	-4	2	-1	3	-1	1	5	-1	5	1	-1	1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	1	1	0	4	4	-1	-1	-1	-1	-1	-1	40113	25	4011325	401132502	-1
4	101	110	110	1	3	1	3	4	2	11	-4	-4	-1	-1	1	-1	-1	1	-1	1	1	-1	1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	9	9	9	0	14	-1	-1	-1	-1	-1	-1	40113	25	4011325	401132503	40113252
4	101	110	-1	1	4	1	3	4	1	17	-4	-4	1	2	1	2	2	1	-1	1	1	-1	1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	9	9	9	14	0	-1	-1	-1	-1	-1	-1	40113	25	4011325	401132504	-1
4	101	110	-1	1	1	2	3	3	2	42	-4	-4	2	-1	3	-1	1	5	-1	5	1	-1	1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	1	0	1	4	-1	-1	-1	-1	-1	-1	-1	40113	26	4011326	401132601	-1
4	101	110	110	1	2	2	3	3	1	39	-4	-4	2	-1	2	-1	-1	1	-1	1	1	-1	1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	0	1	0	4	-1	-1	-1	-1	-1	-1	-1	40113	26	4011326	401132602	40113261
4	101	110	110	1	3	2	3	3	2	7	-4	-4	-1	-1	1	-1	-1	1	-1	1	1	-1	1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	9	9	9	0	-1	-1	-1	-1	-1	-1	-1	40113	26	4011326	401132603	40113262
