surveyyr	Country	Outcome	IOut	ScrType	pgrid	adnum1	ChNum	DMHSize	Sex	age	MarStat	LiveWith	MarSt2	LiveW2	WrkStat	PTWork	EverWk	NatIDG	NatIDN	NatIDU	EthGrG	EthGrN	EthGrU	RHRP	R01	R02	R03	R04	R05	R06	R07	R08	R09	R10	RelHRP	Rel01	Rel02	Rel03	Rel04	Rel05	Rel06	Rel07	Rel08	Rel09	Rel10	area	addnum	serialh	serialp	seriali
1	302	110	-1	1	3	-1	-1	3	2	19	1	2	-4	-4	1	2	1	2	-1	2	1	-1	1	8	11	8	0	-1	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	10911	26	1091126	109112603	-1
1	302	110	110	1	1	-1	-1	2	2	49	2	-1	-4	-4	2	-1	-1	1	-1	1	1	-1	1	1	0	1	-1	-1	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	10912	1	1091201	109120101	10912011
1	302	110	-1	1	2	-1	-1	2	1	52	2	-1	-4	-4	2	-1	-1	2	-1	2	1	-1	1	0	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	10912	1	1091201	109120102	-1
1	302	110	-1	2	1	-1	3	5	2	31	1	1	-4	-4	3	-1	1	2	-1	2	1	-1	1	0	0	2	3	3	13	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	10912	2	1091202	109120201	-1
1	302	110	-1	2	2	-1	3	5	1	30	1	1	-4	-4	3	-1	1	2	-1	2	1	-1	1	2	2	0	3	3	3	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	10912	2	1091202	109120202	-1
1	302	110	110	2	3	-1	3	5	2	7	-1	-1	-4	-4	1	-1	-1	2	-1	2	1	-1	1	8	8	8	0	13	13	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	10912	2	1091202	109120203	10912022
1	302	110	-1	2	4	-1	3	5	2	9	-1	-1	-4	-4	1	-1	-1	2	-1	2	1	-1	1	8	8	8	13	0	13	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	10912	2	1091202	109120204	-1
1	302	110	-1	2	5	-1	3	5	2	0	-1	-1	-4	-4	-1	-1	-1	2	-1	2	1	-1	1	13	13	8	13	13	0	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	10912	2	1091202	109120205	-1
1	302	110	-1	2	1	-1	2	3	2	42	4	1	-4	-4	2	-1	-1	2	-1	2	1	-1	1	0	0	3	2	-1	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	10912	5	1091205	109120501	-1
1	302	110	110	2	2	-1	2	3	1	12	-1	-1	-4	-4	1	-1	-1	2	-1	2	1	-1	1	8	8	0	11	-1	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	10912	5	1091205	109120502	10912052
1	302	110	-1	2	3	-1	2	3	1	38	4	1	-4	-4	2	-1	-1	2	-1	2	1	-1	1	2	2	6	0	-1	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	10912	5	1091205	109120503	-1
1	302	110	110	2	1	-1	1	3	1	18	1	2	-4	-4	2	-1	-1	2	-1	2	1	-1	1	8	0	8	8	-1	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	10912	9	1091209	109120901	10912092
1	302	110	-1	2	2	-1	1	3	2	45	2	-1	-4	-4	2	-1	-1	1	-1	1	1	-1	1	1	3	0	1	-1	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	10912	9	1091209	109120902	-1
1	302	110	-1	2	3	-1	1	3	1	49	2	-1	-4	-4	2	-1	-1	2	-1	2	1	-1	1	0	3	1	0	-1	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	10912	9	1091209	109120903	-1
1	302	110	110	1	1	-1	4	4	1	51	2	-1	-4	-4	2	-1	-1	2	-1	2	1	-1	1	0	0	1	3	3	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	10912	16	1091216	109121601	10912161
1	302	110	-1	1	2	-1	4	4	2	49	2	-1	-4	-4	2	-1	-1	2	-1	2	1	-1	1	1	1	0	3	3	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	10912	16	1091216	109121602	-1
1	302	110	-1	1	3	-1	4	4	1	19	1	2	-4	-4	1	1	-1	2	-1	2	1	-1	1	8	8	8	0	13	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	10912	16	1091216	109121603	-1
1	302	110	110	1	4	-1	4	4	1	13	-1	-1	-4	-4	1	-1	-1	2	-1	2	1	-1	1	8	8	8	13	0	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	10912	16	1091216	109121604	10912162
1	302	110	-1	2	1	-1	2	3	2	38	4	2	-4	-4	2	-1	-1	2	-1	2	1	-1	1	0	0	3	3	-1	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	10912	17	1091217	109121701	-1
1	302	110	110	2	2	-1	2	3	1	6	-1	-1	-4	-4	1	-1	-1	2	-1	2	1	-1	1	8	8	0	13	-1	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	10912	17	1091217	109121702	10912172
1	302	110	-1	2	3	-1	2	3	2	19	1	2	-4	-4	1	2	1	2	-1	2	1	-1	1	8	8	13	0	-1	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	10912	17	1091217	109121703	-1
1	302	110	110	1	1	-1	3	3	1	45	3	1	-4	-4	2	-1	-1	2	-1	2	1	-1	1	0	0	2	3	-1	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	10912	21	1091221	109122101	10912211
1	302	110	-1	1	2	-1	3	3	2	38	1	1	-4	-4	2	-1	-1	2	-1	2	1	-1	1	2	2	0	3	-1	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	10912	21	1091221	109122102	-1
1	302	110	110	1	3	-1	3	3	2	4	-1	-1	-4	-4	-1	-1	-1	2	-1	2	1	-1	1	8	8	8	0	-1	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	10912	21	1091221	109122103	10912212
1	302	110	-1	2	1	-1	4	4	1	40	2	-1	-4	-4	3	-1	1	2	-1	2	1	-1	1	1	0	1	3	3	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	10912	22	1091222	109122201	-1
1	302	110	-1	2	2	-1	4	4	2	42	2	-1	-4	-4	2	-1	-1	2	-1	2	1	-1	1	0	1	0	3	3	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	10912	22	1091222	109122202	-1
1	302	110	-1	2	3	-1	4	4	2	13	-1	-1	-4	-4	1	-1	-1	2	-1	2	1	-1	1	8	8	8	0	13	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	10912	22	1091222	109122203	-1
1	302	110	110	2	4	-1	4	4	2	10	-1	-1	-4	-4	1	-1	-1	2	-1	2	1	-1	1	8	8	8	13	0	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	10912	22	1091222	109122204	10912222
1	302	110	-1	2	1	-1	2	2	2	34	1	2	-4	-4	2	-1	-1	2	-1	2	1	-1	1	0	0	3	-1	-1	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	10912	24	1091224	109122401	-1
1	302	110	110	2	2	-1	2	2	1	14	-1	-1	-4	-4	1	-1	-1	2	-1	2	1	-1	1	8	8	0	-1	-1	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	10912	24	1091224	109122402	10912242
1	302	110	110	1	1	-1	4	4	2	40	2	-1	-4	-4	2	-1	-1	5	-1	5	1	-1	1	0	0	1	3	3	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	10913	1	1091301	109130101	10913011
1	302	110	-1	1	2	-1	4	4	1	47	2	-1	-4	-4	2	-1	-1	2	-1	2	1	-1	1	1	1	0	3	3	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	10913	1	1091301	109130102	-1
1	302	110	-1	1	3	-1	4	4	1	9	-1	-1	-4	-4	1	-1	-1	2	-1	2	1	-1	1	8	8	8	0	13	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	10913	1	1091301	109130103	-1
1	302	110	110	1	4	-1	4	4	2	6	-1	-1	-4	-4	1	-1	-1	2	-1	2	1	-1	1	8	8	8	13	0	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	10913	1	1091301	109130104	10913012
1	302	110	-1	2	1	-1	4	4	2	37	2	-1	-4	-4	2	-1	-1	2	-1	2	1	-1	1	1	0	1	3	3	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	10913	2	1091302	109130201	-1
1	302	110	-1	2	2	-1	4	4	1	38	2	-1	-4	-4	2	-1	-1	2	-1	2	1	-1	1	0	1	0	3	3	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	10913	2	1091302	109130202	-1
1	302	110	-1	2	3	-1	4	4	2	4	-1	-1	-4	-4	-1	-1	-1	2	-1	2	1	-1	1	8	8	8	0	13	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	10913	2	1091302	109130203	-1
1	302	110	110	2	4	-1	4	4	2	2	-1	-1	-4	-4	-1	-1	-1	2	-1	2	1	-1	1	8	8	8	13	0	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	10913	2	1091302	109130204	10913022
1	302	110	110	1	1	-1	2	4	2	37	2	-1	-4	-4	2	-1	-1	5	-1	5	1	-1	1	1	0	3	1	3	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	10913	7	1091307	109130701	10913071
1	302	110	110	1	2	-1	2	4	2	5	-1	-1	-4	-4	1	-1	-1	5	-1	5	1	-1	1	8	8	0	8	13	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	10913	7	1091307	109130702	10913072
1	302	110	-1	1	3	-1	2	4	1	43	2	-1	-4	-4	2	-1	-1	5	-1	5	1	-1	1	0	1	3	0	3	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	10913	7	1091307	109130703	-1
1	302	110	-1	1	4	-1	2	4	2	10	-1	-1	-4	-4	1	-1	-1	5	-1	5	1	-1	1	8	8	13	8	0	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	10913	7	1091307	109130704	-1
1	302	110	-1	2	1	-1	3	4	2	32	2	-1	-4	-4	2	-1	-1	5	-1	5	1	-1	1	1	0	1	4	3	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	10913	10	1091310	109131001	-1
1	302	110	-1	2	2	-1	3	4	1	35	2	-1	-4	-4	2	-1	-1	5	-1	5	1	-1	1	0	1	0	4	3	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	10913	10	1091310	109131002	-1
1	302	110	110	2	3	-1	3	4	1	2	-1	-1	-4	-4	-1	-1	-1	5	-1	5	1	-1	1	9	9	9	0	13	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	10913	10	1091310	109131003	10913102
1	302	110	-1	2	4	-1	3	4	1	0	-1	-1	-4	-4	-1	-1	-1	5	-1	5	1	-1	1	8	8	8	13	0	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	10913	10	1091310	109131004	-1
1	302	110	-1	2	1	-1	3	3	2	36	2	-1	-4	-4	2	-1	-1	2	-1	2	1	-1	1	0	0	1	3	-1	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	10913	12	1091312	109131201	-1
1	302	110	-1	2	2	-1	3	3	1	34	2	-1	-4	-4	2	-1	-1	2	-1	2	1	-1	1	1	1	0	3	-1	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	10913	12	1091312	109131202	-1
1	302	110	110	2	3	-1	3	3	2	2	-1	-1	-4	-4	-1	-1	-1	2	-1	2	1	-1	1	8	8	8	0	-1	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	10913	12	1091312	109131203	10913122
1	302	110	110	1	1	-1	4	4	1	42	2	-1	-4	-4	2	-1	-1	5	-1	5	1	-1	1	0	0	1	3	3	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	10913	15	1091315	109131501	10913151
1	302	110	-1	1	2	-1	4	4	2	39	2	-1	-4	-4	2	-1	-1	5	-1	5	1	-1	1	1	1	0	3	3	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	10913	15	1091315	109131502	-1
1	302	110	-1	1	3	-1	4	4	2	12	-1	-1	-4	-4	1	-1	-1	5	-1	5	1	-1	1	8	8	8	0	13	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	10913	15	1091315	109131503	-1
1	302	110	110	1	4	-1	4	4	2	9	-1	-1	-4	-4	1	-1	-1	5	-1	5	1	-1	1	8	8	8	13	0	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	10913	15	1091315	109131504	10913152
1	302	110	110	1	1	-1	3	4	2	45	2	-1	-4	-4	2	-1	-1	2	-1	2	1	-1	1	1	0	1	3	3	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	10913	16	1091316	109131601	10913161
1	302	110	-1	1	2	-1	3	4	1	56	2	-1	-4	-4	2	-1	-1	5	-1	5	1	-1	1	0	1	0	3	3	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	10913	16	1091316	109131602	-1
1	302	110	110	1	3	-1	3	4	2	11	-1	-1	-4	-4	1	-1	-1	2	-1	2	1	-1	1	8	8	8	0	13	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	10913	16	1091316	109131603	10913162
1	302	110	-1	1	4	-1	3	4	2	9	-1	-1	-4	-4	1	-1	-1	2	-1	2	1	-1	1	8	8	8	13	0	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	10913	16	1091316	109131604	-1
1	302	110	-1	2	1	-1	3	3	2	38	2	-1	-4	-4	2	-1	-1	2	-1	2	1	-1	1	0	0	1	3	-1	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	10913	17	1091317	109131701	-1
1	302	110	-1	2	2	-1	3	3	1	48	2	-1	-4	-4	2	-1	-1	2	-1	2	1	-1	1	1	1	0	3	-1	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	10913	17	1091317	109131702	-1
1	302	110	110	2	3	-1	3	3	1	2	-1	-1	-4	-4	-1	-1	-1	2	-1	2	1	-1	1	8	8	8	0	-1	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	10913	17	1091317	109131703	10913172
1	302	110	110	1	1	-1	-1	1	2	85	5	-1	-4	-4	3	-1	1	2	-1	2	1	-1	1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	10913	21	1091321	109132101	10913211
1	302	110	-1	2	1	-1	2	4	2	43	2	-1	-4	-4	3	-1	1	5	-1	5	1	-1	1	1	0	3	3	1	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	10913	23	1091323	109132301	-1
1	302	110	110	2	2	-1	2	4	2	14	-1	-1	-4	-4	1	-1	-1	5	-1	5	1	-1	1	8	8	0	13	8	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	10913	23	1091323	109132302	10913232
1	302	110	-1	2	3	-1	2	4	1	11	-1	-1	-4	-4	1	-1	-1	5	-1	5	1	-1	1	8	8	13	0	8	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	10913	23	1091323	109132303	-1
1	302	110	-1	2	4	-1	2	4	1	46	2	-1	-4	-4	2	-1	-1	5	-1	5	1	-1	1	0	1	3	3	0	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	10913	23	1091323	109132304	-1
1	302	110	110	1	1	-1	-1	3	2	53	2	-1	-4	-4	2	-1	-1	2	-1	2	1	-1	1	1	0	1	22	-1	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	10913	25	1091325	109132501	10913251
1	302	110	-1	1	2	-1	-1	3	1	56	2	-1	-4	-4	2	-1	-1	2	-1	2	1	-1	1	0	1	0	22	-1	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	10913	25	1091325	109132502	-1
1	302	110	-1	1	3	-1	-1	3	2	41	4	2	-4	-4	2	-1	-1	6	-1	6	2	-1	1	22	22	22	0	-1	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	10913	25	1091325	109132503	-1
1	302	110	-1	1	1	-1	3	3	2	41	2	-1	-4	-4	2	-1	-1	5	-1	5	1	-1	1	0	0	1	3	-1	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	10913	26	1091326	109132601	-1
1	302	110	110	1	2	-1	3	3	1	41	2	-1	-4	-4	2	-1	-1	5	-1	5	1	-1	1	1	1	0	3	-1	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	10913	26	1091326	109132602	10913261
1	302	110	110	1	3	-1	3	3	1	9	-1	-1	-4	-4	1	-1	-1	5	-1	5	1	-1	1	8	8	8	0	-1	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	10913	26	1091326	109132603	10913262
1	402	110	110	1	1	-1	-1	1	2	87	5	-1	-4	-4	3	-1	1	-1	4	5	-1	1	1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	10914	7	1091407	109140701	10914071
1	402	110	-1	2	1	-1	3	3	1	41	2	-1	-4	-4	2	-1	-1	-1	1	5	-1	1	1	0	0	1	3	-1	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	10914	12	1091412	109141201	-1
1	402	110	-1	2	2	-1	3	3	2	35	2	-1	-4	-4	2	-1	-1	-1	1	5	-1	1	1	1	1	0	3	-1	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	10914	12	1091412	109141202	-1
1	402	110	110	2	3	-1	3	3	2	16	1	2	-4	-4	1	2	2	-1	1	5	-1	1	1	8	8	8	0	-1	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	10914	12	1091412	109141203	10914122
1	402	110	-1	1	1	-1	-1	2	1	28	1	1	-4	-4	2	-1	-1	-1	1	5	-1	1	1	0	0	2	-1	-1	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	10914	15	1091415	109141501	-1
1	402	110	110	1	2	-1	-1	2	2	23	1	1	-4	-4	2	-1	-1	-1	4	5	-1	1	1	2	2	0	-1	-1	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	10914	15	1091415	109141502	10914151
1	402	110	110	1	1	-1	-1	2	2	27	2	-1	-4	-4	2	-1	-1	-1	2	4	-1	1	1	1	0	1	-1	-1	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	10914	18	1091418	109141801	10914181
1	402	110	-1	1	2	-1	-1	2	1	32	2	-1	-4	-4	2	-1	-1	-1	2	4	-1	1	1	0	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	10914	18	1091418	109141802	-1
1	402	110	-1	2	1	-1	5	6	1	37	2	-1	-4	-4	2	-1	-1	-1	2	4	-1	1	1	0	0	1	3	3	3	3	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	10914	20	1091420	109142001	-1
1	402	110	-1	2	2	-1	5	6	2	33	2	-1	-4	-4	2	-1	-1	-1	2	4	-1	1	1	1	1	0	3	3	3	3	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	10914	20	1091420	109142002	-1
1	402	110	-1	2	3	-1	5	6	2	9	-1	-1	-4	-4	1	-1	-1	-1	2	4	-1	1	1	8	8	8	0	13	13	13	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	10914	20	1091420	109142003	-1
1	402	110	-1	2	4	-1	5	6	2	3	-1	-1	-4	-4	-1	-1	-1	-1	2	4	-1	1	1	8	8	8	13	0	13	13	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	10914	20	1091420	109142004	-1
1	402	110	110	2	5	-1	5	6	2	2	-1	-1	-4	-4	-1	-1	-1	-1	2	4	-1	1	1	8	8	8	13	13	0	13	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	10914	20	1091420	109142005	10914202
1	402	110	-1	2	6	-1	5	6	2	0	-1	-1	-4	-4	-1	-1	-1	-1	2	4	-1	1	1	8	8	8	13	13	13	0	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	10914	20	1091420	109142006	-1
1	402	110	110	1	1	-1	-1	1	2	72	5	-1	-4	-4	3	-1	1	-1	1	5	-1	1	1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	10914	21	1091421	109142101	10914211
1	402	110	110	1	1	-1	2	2	2	47	1	2	-4	-4	3	-1	2	-1	4	5	-1	1	1	0	0	3	-1	-1	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	10914	25	1091425	109142501	10914251
1	402	110	110	1	2	-1	2	2	1	18	1	2	-4	-4	3	-1	2	-1	4	5	-1	1	1	8	8	0	-1	-1	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	10914	25	1091425	109142502	10914252
1	302	110	110	1	1	-1	2	2	2	19	1	2	-4	-4	1	1	-1	2	-1	2	1	-1	1	0	0	22	-1	-1	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	10915	1	1091501	109150101	10915011
1	302	110	110	1	2	-1	2	2	2	18	1	2	-4	-4	1	1	-1	2	-1	2	1	-1	1	22	22	0	-1	-1	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	10915	1	1091501	109150102	10915012
1	302	110	-1	2	1	-1	3	4	2	40	1	1	-4	-4	2	-1	-1	2	-1	2	1	-1	1	2	0	2	3	3	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	10915	3	1091503	109150301	-1
1	302	110	-1	2	2	-1	3	4	1	39	1	1	-4	-4	2	-1	-1	2	-1	2	1	-1	1	0	2	0	3	3	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	10915	3	1091503	109150302	-1
1	302	110	110	2	3	-1	3	4	2	10	-1	-1	-4	-4	1	-1	-1	2	-1	2	1	-1	1	8	8	8	0	13	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	10915	3	1091503	109150303	10915032
1	302	110	-1	2	4	-1	3	4	1	7	-1	-1	-4	-4	1	-1	-1	2	-1	2	1	-1	1	8	8	8	13	0	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	10915	3	1091503	109150304	-1
1	302	110	-1	2	1	-1	2	2	2	35	1	2	-4	-4	2	-1	-1	5	-1	5	1	-1	1	0	0	3	-1	-1	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	10915	13	1091513	109151301	-1
1	302	110	110	2	2	-1	2	2	1	10	-1	-1	-4	-4	1	-1	-1	5	-1	5	1	-1	1	8	8	0	-1	-1	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	10915	13	1091513	109151302	10915132
1	302	110	110	1	1	-1	-1	2	2	32	2	-1	-4	-4	2	-1	-1	4	-1	4	1	-1	1	0	0	1	-1	-1	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	10915	21	1091521	109152101	10915211
1	302	110	-1	1	2	-1	-1	2	1	31	2	-1	-4	-4	2	-1	-1	2	-1	2	1	-1	1	1	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	10915	21	1091521	109152102	-1
1	302	110	110	1	1	-1	-1	1	1	43	1	-1	-4	-4	2	-1	-1	5	-1	5	1	-1	1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	10915	25	1091525	109152501	10915251
1	302	110	110	1	1	-1	-1	1	1	86	5	-1	-4	-4	3	-1	1	2	-1	2	1	-1	1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	10915	26	1091526	109152601	10915261
1	101	110	110	1	1	-1	-1	1	2	43	1	-1	-4	-4	2	-1	-1	6	-1	6	2	-1	1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	11001	1	1100101	110010101	11001011
1	101	110	-1	2	1	-1	2	2	2	44	1	2	-4	-4	2	-1	-1	6	-1	6	12	-1	8	0	0	3	-1	-1	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	11001	2	1100102	110010201	-1
