seriali	serialh	surveyyr	Outcome	IOut	ScrType	DMHSize7	Sex	AgeR	MarSt2_r	LiveW2	WrkStat	PTWork	EverWk	natidgby5_r	natidniy5_r	natiduky5	ethgrp5	ethgrp2	RelHRPr	Rel01r	Rel02r	Rel03r	Rel04r	Rel05r	Rel06r	Rel07r	Country
111006101	11100610	11	110	110	1	1	2	 	5	-1	2	-1	-1	2	-1	2	1	1	0	0	-1	-1	-1	-1	-1	-1	301
111006161	11100616	11	110	-1	2	2	2	 	5	2	2	-1	-1	1	-1	1	1	1	0	0	2	-1	-1	-1	-1	-1	301
111006162	11100616	11	110	110	2	2	1	 	1	2	1	2	2	2	-1	2	1	1	3	3	0	-1	-1	-1	-1	-1	301
111006171	11100617	11	110	-1	2	4	2	 	2	-1	2	-1	-1	2	-1	2	1	1	1	0	1	2	2	-1	-1	-1	301
111006172	11100617	11	110	-1	2	4	1	 	2	-1	2	-1	-1	2	-1	2	1	1	0	1	0	2	2	-1	-1	-1	301
111006173	11100617	11	110	110	2	4	1	 	-1	-1	3	-1	-1	2	-1	2	1	1	3	3	3	0	4	-1	-1	-1	301
111006174	11100617	11	110	-1	2	4	1	 	-1	-1	3	-1	-1	2	-1	2	1	1	3	3	3	4	0	-1	-1	-1	301
111006231	11100623	11	110	110	1	2	2	 	2	-1	2	-1	-1	2	-1	2	1	1	0	0	1	-1	-1	-1	-1	-1	301
111006232	11100623	11	110	-1	1	2	1	 	2	-1	2	-1	-1	4	-1	5	1	1	1	1	0	-1	-1	-1	-1	-1	301
111007041	11100704	11	110	110	1	4	2	 	2	-1	3	-1	1	4	-1	5	1	1	1	0	1	2	2	-1	-1	-1	101
111007042	11100704	11	110	-1	1	4	1	 	2	-1	2	-1	-1	4	-1	5	1	1	0	1	0	2	2	-1	-1	-1	101
111007043	11100704	11	110	-1	1	4	1	 	1	2	2	-1	-1	4	-1	5	1	1	3	3	3	0	4	-1	-1	-1	101
111007044	11100704	11	110	-1	1	4	2	 	1	2	2	-1	-1	4	-1	5	1	1	3	3	3	4	0	-1	-1	-1	101
111007101	11100710	11	110	110	1	2	2	 	1	2	2	-1	-1	4	-1	5	1	1	0	0	2	-1	-1	-1	-1	-1	101
111007102	11100710	11	110	110	1	2	2	 	-1	-1	1	-1	-1	5	-1	6	2	2	3	3	0	-1	-1	-1	-1	-1	101
111007161	11100716	11	110	-1	2	2	2	 	4	2	2	-1	-1	5	-1	6	1	1	0	0	2	-1	-1	-1	-1	-1	101
111007162	11100716	11	110	110	2	2	1	 	-1	-1	1	-1	-1	1	-1	1	1	1	3	3	0	-1	-1	-1	-1	-1	101
111007241	11100724	11	210	-1	1	5	2	 	2	-1	3	-1	2	1	-1	1	1	1	1	0	1	2	5	2	-1	-1	101
111007242	11100724	11	210	-1	1	5	1	 	2	-1	2	-1	-1	4	-1	5	1	1	0	1	0	2	5	2	-1	-1	101
111007243	11100724	11	210	-1	1	5	1	 	1	1	3	-1	2	4	-1	5	1	1	3	3	3	0	1	4	-1	-1	101
111007244	11100724	11	210	431	1	5	2	 	1	1	3	-1	1	4	-1	5	1	1	5	5	5	1	0	5	-1	-1	101
111007245	11100724	11	210	110	1	5	1	 	-1	-1	1	-1	-1	4	-1	5	1	1	3	3	3	4	5	0	-1	-1	101
111007281	11100728	11	110	110	1	4	2	 	2	-1	2	-1	-1	4	-1	5	4	2	1	0	1	2	2	-1	-1	-1	101
111007282	11100728	11	110	-1	1	4	1	 	2	-1	2	-1	-1	4	-1	5	4	2	0	1	0	2	2	-1	-1	-1	101
111007283	11100728	11	110	-1	1	4	1	 	-1	-1	1	-1	-1	4	-1	5	4	2	3	3	3	0	4	-1	-1	-1	101
111007284	11100728	11	110	110	1	4	2	 	-1	-1	3	-1	-1	4	-1	5	4	2	3	3	3	4	0	-1	-1	-1	101
111008021	11100802	11	110	110	1	2	2	 	2	-1	2	-1	-1	1	-1	1	1	1	0	0	1	-1	-1	-1	-1	-1	101
111008022	11100802	11	110	-1	1	2	1	 	2	-1	3	-1	1	1	-1	1	1	1	1	1	0	-1	-1	-1	-1	-1	101
111008111	11100811	11	110	-1	2	3	2	 	1	2	2	-1	-1	1	-1	1	1	1	0	0	2	2	-1	-1	-1	-1	101
111008112	11100811	11	110	110	2	3	2	 	-1	-1	1	-1	-1	1	-1	1	1	1	3	3	0	4	-1	-1	-1	-1	101
111008113	11100811	11	110	-1	2	3	2	 	-1	-1	1	-1	-1	1	-1	1	1	1	3	3	4	0	-1	-1	-1	-1	101
111008141	11100814	11	110	-1	2	4	2	 	2	-1	2	-1	-1	4	-1	5	1	1	0	0	1	2	2	-1	-1	-1	101
111008142	11100814	11	110	-1	2	4	1	 	2	-1	2	-1	-1	4	-1	5	1	1	1	1	0	2	2	-1	-1	-1	101
111008143	11100814	11	110	-1	2	4	2	 	-1	-1	1	-1	-1	4	-1	5	1	1	3	3	3	0	4	-1	-1	-1	101
111008144	11100814	11	110	110	2	4	1	 	-1	-1	1	-1	-1	4	-1	5	1	1	3	3	3	4	0	-1	-1	-1	101
111008251	11100825	11	110	110	1	1	1	 	3	-1	3	-1	1	4	-1	5	5	2	0	0	-1	-1	-1	-1	-1	-1	101
111008271	11100827	11	110	-1	2	5	2	 	1	2	2	-1	-1	1	-1	1	1	1	0	0	2	2	2	2	-1	-1	101
111008272	11100827	11	110	-1	2	5	1	 	-1	-1	1	-1	-1	1	-1	1	1	1	3	3	0	4	4	4	-1	-1	101
111008273	11100827	11	110	110	2	5	1	 	-1	-1	1	-1	-1	1	-1	1	1	1	3	3	4	0	4	4	-1	-1	101
111008274	11100827	11	110	-1	2	5	2	 	-1	-1	1	-1	-1	1	-1	1	1	1	3	3	4	4	0	4	-1	-1	101
111008275	11100827	11	110	-1	2	5	1	 	-1	-1	1	-1	-1	1	-1	1	1	1	3	3	4	4	4	0	-1	-1	101
111008281	11100828	11	110	110	1	1	2	 	5	-1	3	-1	1	1	-1	1	1	1	0	0	-1	-1	-1	-1	-1	-1	101
111009021	11100902	11	110	110	1	3	1	 	2	-1	3	-1	1	4	-1	5	1	1	0	0	1	2	-1	-1	-1	-1	101
111009022	11100902	11	110	-1	1	3	2	 	2	-1	2	-1	-1	4	-1	5	1	1	1	1	0	2	-1	-1	-1	-1	101
111009023	11100902	11	110	110	1	3	2	 	1	2	1	1	-1	4	-1	5	1	1	3	3	3	0	-1	-1	-1	-1	101
111009031	11100903	11	110	-1	2	4	2	 	1	1	2	-1	-1	1	-1	1	1	1	1	0	1	2	2	-1	-1	-1	101
111009032	11100903	11	110	-1	2	4	1	 	1	1	2	-1	-1	1	-1	1	1	1	0	1	0	2	2	-1	-1	-1	101
111009033	11100903	11	110	110	2	4	1	 	-1	-1	3	-1	-1	1	-1	1	1	1	3	3	3	0	4	-1	-1	-1	101
111009034	11100903	11	110	-1	2	4	2	 	-1	-1	3	-1	-1	1	-1	1	1	1	3	3	3	4	0	-1	-1	-1	101
111009091	11100909	11	110	110	1	2	2	 	2	-1	3	-1	1	4	-1	5	1	1	1	0	1	-1	-1	-1	-1	-1	101
111009092	11100909	11	110	-1	1	2	1	 	2	-1	2	-1	-1	4	-1	5	1	1	0	1	0	-1	-1	-1	-1	-1	101
111009101	11100910	11	110	110	1	5	1	 	2	-1	2	-1	-1	1	-1	1	1	1	0	0	1	2	2	2	-1	-1	101
111009102	11100910	11	110	-1	1	5	2	 	2	-1	2	-1	-1	1	-1	1	1	1	1	1	0	2	2	2	-1	-1	101
111009103	11100910	11	110	-1	1	5	1	 	-1	-1	1	-1	-1	1	-1	1	1	1	3	3	3	0	4	4	-1	-1	101
111009104	11100910	11	110	110	1	5	1	 	-1	-1	1	-1	-1	1	-1	1	1	1	3	3	3	4	0	4	-1	-1	101
111009105	11100910	11	110	-1	1	5	2	 	-1	-1	1	-1	-1	1	-1	1	1	1	3	3	3	4	4	0	-1	-1	101
111009141	11100914	11	110	-1	2	3	2	 	1	1	2	-1	-1	1	-1	1	1	1	1	0	1	2	-1	-1	-1	-1	101
111009142	11100914	11	110	-1	2	3	1	 	1	1	2	-1	-1	1	-1	1	1	1	0	1	0	2	-1	-1	-1	-1	101
111009143	11100914	11	110	110	2	3	1	 	-1	-1	3	-1	-1	1	-1	1	1	1	3	3	3	0	-1	-1	-1	-1	101
111010101	11101010	11	110	110	1	1	2	 	1	-1	3	-1	1	-1	3	5	1	1	0	0	-1	-1	-1	-1	-1	-1	401
111010271	11101027	11	110	-1	2	4	1	 	2	-1	2	-1	-1	-1	3	5	4	2	0	0	1	2	2	-1	-1	-1	401
111010272	11101027	11	110	-1	2	4	2	 	2	-1	2	-1	-1	-1	3	5	4	2	1	1	0	2	2	-1	-1	-1	401
111010273	11101027	11	110	110	2	4	1	 	-1	-1	1	-1	-1	-1	3	5	4	2	3	3	3	0	4	-1	-1	-1	401
111010274	11101027	11	110	-1	2	4	2	 	-1	-1	3	-1	-1	-1	3	5	4	2	3	3	3	4	0	-1	-1	-1	401
111011021	11101102	11	110	110	1	4	2	 	1	1	3	-1	1	1	-1	1	1	1	1	0	1	2	2	-1	-1	-1	101
111011022	11101102	11	110	-1	1	4	1	 	1	1	2	-1	-1	1	-1	1	1	1	0	1	0	2	2	-1	-1	-1	101
111011023	11101102	11	110	-1	1	4	1	 	1	2	2	-1	-1	1	-1	1	1	1	3	3	3	0	4	-1	-1	-1	101
111011024	11101102	11	110	110	1	4	1	 	-1	-1	1	-1	-1	1	-1	1	1	1	3	3	3	4	0	-1	-1	-1	101
111011041	11101104	11	110	110	1	1	1	 	1	-1	3	-1	1	1	-1	1	1	1	0	0	-1	-1	-1	-1	-1	-1	101
111011091	11101109	11	110	110	1	5	2	 	2	-1	2	-1	-1	1	-1	1	4	2	1	0	2	1	3	3	-1	-1	101
111011092	11101109	11	110	110	1	5	2	 	-1	-1	1	-1	-1	1	-1	1	4	2	3	3	0	3	5	5	-1	-1	101
111011093	11101109	11	110	-1	1	5	1	 	2	-1	2	-1	-1	1	-1	1	4	2	0	1	2	0	3	3	-1	-1	101
111011094	11101109	11	110	-1	1	5	2	 	2	-1	3	-1	1	1	-1	1	4	2	2	2	5	2	0	1	-1	-1	101
111011095	11101109	11	110	-1	1	5	1	 	2	-1	3	-1	1	1	-1	1	4	2	2	2	5	2	1	0	-1	-1	101
111011121	11101112	11	110	-1	2	2	2	 	1	2	2	-1	-1	1	-1	1	1	1	0	0	2	-1	-1	-1	-1	-1	101
111011122	11101112	11	110	110	2	2	2	 	-1	-1	1	-1	-1	1	-1	1	1	1	3	3	0	-1	-1	-1	-1	-1	101
111011151	11101115	11	110	-1	2	4	2	 	1	1	2	-1	-1	4	-1	5	1	1	0	0	1	2	2	-1	-1	-1	101
111011152	11101115	11	110	-1	2	4	1	 	1	1	2	-1	-1	4	-1	5	1	1	1	1	0	2	2	-1	-1	-1	101
111011153	11101115	11	110	-1	2	4	2	 	-1	-1	1	-1	-1	4	-1	5	1	1	3	3	3	0	4	-1	-1	-1	101
111011154	11101115	11	110	110	2	4	1	 	-1	-1	3	-1	-1	4	-1	5	1	1	3	3	3	4	0	-1	-1	-1	101
111011231	11101123	11	110	110	1	4	2	 	2	-1	2	-1	-1	4	-1	5	1	1	1	0	1	2	2	-1	-1	-1	101
111011232	11101123	11	110	-1	1	4	1	 	2	-1	2	-1	-1	4	-1	5	1	1	0	1	0	2	2	-1	-1	-1	101
111011233	11101123	11	110	110	1	4	2	 	-1	-1	3	-1	-1	4	-1	5	1	1	3	3	3	0	4	-1	-1	-1	101
111011234	11101123	11	110	-1	1	4	1	 	-1	-1	3	-1	-1	4	-1	5	1	1	3	3	3	4	0	-1	-1	-1	101
111011241	11101124	11	110	110	1	1	1	 	1	-1	3	-1	1	4	-1	5	1	1	0	0	-1	-1	-1	-1	-1	-1	101
111011251	11101125	11	110	110	1	5	2	 	2	-1	2	-1	-1	4	-1	5	1	1	1	0	1	2	2	2	-1	-1	101
111011252	11101125	11	110	-1	1	5	1	 	2	-1	2	-1	-1	4	-1	5	1	1	0	1	0	2	2	2	-1	-1	101
111011253	11101125	11	110	110	1	5	1	 	-1	-1	1	-1	-1	4	-1	5	1	1	3	3	3	0	4	4	-1	-1	101
111011254	11101125	11	110	-1	1	5	1	 	-1	-1	1	-1	-1	4	-1	5	1	1	3	3	3	4	0	4	-1	-1	101
111011255	11101125	11	110	-1	1	5	1	 	-1	-1	1	-1	-1	4	-1	5	1	1	3	3	3	4	4	0	-1	-1	101
111012021	11101202	11	210	110	1	4	2	 	2	-1	2	-1	-1	4	-1	5	4	2	1	0	2	1	2	-1	-1	-1	101
111012022	11101202	11	210	431	1	4	2	 	1	2	1	2	2	4	-1	5	4	2	3	3	0	3	4	-1	-1	-1	101
111012023	11101202	11	210	-1	1	4	1	 	2	-1	2	-1	-1	4	-1	5	4	2	0	1	2	0	2	-1	-1	-1	101
111012024	11101202	11	210	-1	1	4	2	 	-1	-1	1	-1	-1	4	-1	5	4	2	3	3	4	3	0	-1	-1	-1	101
111012041	11101204	11	110	110	1	3	1	 	2	-1	2	-1	-1	5	-1	6	1	1	0	0	2	1	-1	-1	-1	-1	101
111012042	11101204	11	110	110	1	3	2	 	-1	-1	3	-1	-1	5	-1	6	1	1	3	3	0	3	-1	-1	-1	-1	101
111012043	11101204	11	110	-1	1	3	2	 	2	-1	2	-1	-1	5	-1	6	1	1	1	1	2	0	-1	-1	-1	-1	101
111012091	11101209	11	110	110	1	1	1	 	3	-1	2	-1	-1	4	-1	5	1	1	0	0	-1	-1	-1	-1	-1	-1	101
111012101	11101210	11	110	110	1	4	1	 	1	2	1	1	-1	1	-1	1	1	1	3	0	3	3	4	-1	-1	-1	101
111012102	11101210	11	110	-1	1	4	2	 	2	-1	2	-1	-1	1	-1	1	1	1	0	2	0	1	2	-1	-1	-1	101
111012103	11101210	11	110	-1	1	4	1	 	2	-1	2	-1	-1	1	-1	1	1	1	1	2	1	0	2	-1	-1	-1	101
111012104	11101210	11	110	-1	1	4	2	 	1	2	1	1	-1	1	-1	1	1	1	3	4	3	3	0	-1	-1	-1	101
111012181	11101218	11	110	-1	2	5	1	 	2	-1	2	-1	-1	5	-1	6	1	1	0	0	2	1	2	2	-1	-1	101
111012182	11101218	11	110	110	2	5	2	 	-1	-1	1	-1	-1	5	-1	6	1	1	3	3	0	3	4	4	-1	-1	101
111012183	11101218	11	110	-1	2	5	2	 	2	-1	2	-1	-1	5	-1	6	1	1	1	1	2	0	2	2	-1	-1	101
111012184	11101218	11	110	-1	2	5	2	 	-1	-1	1	-1	-1	5	-1	6	1	1	3	3	4	3	0	4	-1	-1	101
111012185	11101218	11	110	-1	2	5	2	 	-1	-1	1	-1	-1	5	-1	6	1	1	3	3	4	3	4	0	-1	-1	101
111012261	11101226	11	110	-1	2	3	2	 	2	-1	2	-1	-1	4	-1	5	1	1	1	0	2	1	-1	-1	-1	-1	101
111012262	11101226	11	110	110	2	3	2	 	-1	-1	1	-1	-1	4	-1	5	1	1	3	3	0	3	-1	-1	-1	-1	101
111012263	11101226	11	110	-1	2	3	1	 	2	-1	2	-1	-1	4	-1	5	1	1	0	1	2	0	-1	-1	-1	-1	101
111101041	11110104	11	110	110	1	1	2	 	5	-1	3	-1	1	4	-1	5	1	1	0	0	-1	-1	-1	-1	-1	-1	101
111101081	11110108	11	110	-1	2	2	2	 	4	2	2	-1	-1	1	-1	1	1	1	0	0	2	-1	-1	-1	-1	-1	101
111101082	11110108	11	110	110	2	2	2	 	-1	-1	1	-1	-1	1	-1	1	1	1	3	3	0	-1	-1	-1	-1	-1	101
111101091	11110109	11	110	110	1	4	1	 	1	2	2	-1	-1	1	-1	1	1	1	3	0	3	4	3	-1	-1	-1	101
111101092	11110109	11	110	-1	1	4	2	 	2	-1	3	-1	1	1	-1	1	1	1	1	2	0	2	1	-1	-1	-1	101
111101093	11110109	11	110	-1	1	4	1	 	1	2	2	-1	-1	1	-1	1	1	1	3	4	3	0	3	-1	-1	-1	101
111101094	11110109	11	110	-1	1	4	1	 	2	-1	3	-1	1	1	-1	1	1	1	0	2	1	2	0	-1	-1	-1	101
111101201	11110120	11	110	-1	2	4	2	 	2	-1	2	-1	-1	4	-1	5	1	1	1	0	1	2	2	-1	-1	-1	101
111101202	11110120	11	110	-1	2	4	1	 	2	-1	2	-1	-1	4	-1	5	1	1	0	1	0	2	2	-1	-1	-1	101
111101203	11110120	11	110	110	2	4	1	 	-1	-1	3	-1	-1	4	-1	5	1	1	3	3	3	0	4	-1	-1	-1	101
111101204	11110120	11	110	-1	2	4	2	 	-1	-1	3	-1	-1	4	-1	5	1	1	3	3	3	4	0	-1	-1	-1	101
111101221	11110122	11	110	-1	2	4	2	 	4	1	2	-1	-1	4	-1	5	1	1	1	0	1	2	2	-1	-1	-1	101
111101222	11110122	11	110	-1	2	4	1	 	1	1	2	-1	-1	4	-1	5	1	1	0	1	0	2	2	-1	-1	-1	101
111101223	11110122	11	110	-1	2	4	1	 	-1	-1	1	-1	-1	4	-1	5	1	1	3	3	3	0	4	-1	-1	-1	101
111101224	11110122	11	110	110	2	4	1	 	-1	-1	3	-1	-1	4	-1	5	1	1	3	3	3	4	0	-1	-1	-1	101
111101231	11110123	11	110	110	1	4	1	 	2	-1	2	-1	-1	1	-1	1	1	1	0	0	2	1	2	-1	-1	-1	101
111101232	11110123	11	110	110	1	4	1	 	-1	-1	1	-1	-1	1	-1	1	1	1	3	3	0	3	4	-1	-1	-1	101
111101233	11110123	11	110	-1	1	4	2	 	2	-1	2	-1	-1	1	-1	1	1	1	1	1	2	0	2	-1	-1	-1	101
111101234	11110123	11	110	-1	1	4	1	 	-1	-1	3	-1	-1	1	-1	1	1	1	3	3	4	3	0	-1	-1	-1	101
111101251	11110125	11	110	110	1	3	1	 	2	-1	2	-1	-1	1	-1	1	1	1	0	0	2	1	-1	-1	-1	-1	101
111101252	11110125	11	110	-1	1	3	2	 	1	2	2	-1	-1	1	-1	1	1	1	3	3	0	3	-1	-1	-1	-1	101
111101253	11110125	11	110	-1	1	3	2	 	2	-1	3	-1	1	1	-1	1	1	1	1	1	2	0	-1	-1	-1	-1	101
111101281	11110128	11	110	-1	1	4	2	 	2	-1	2	-1	-1	4	-1	5	1	1	1	0	1	2	2	-1	-1	-1	101
111101282	11110128	11	110	110	1	4	1	 	2	-1	2	-1	-1	4	-1	5	1	1	0	1	0	2	2	-1	-1	-1	101
111101283	11110128	11	110	110	1	4	2	 	-1	-1	3	-1	-1	4	-1	5	1	1	3	3	3	0	4	-1	-1	-1	101
111101284	11110128	11	110	-1	1	4	2	 	-1	-1	3	-1	-1	4	-1	5	1	1	3	3	3	4	0	-1	-1	-1	101
111102051	11110205	11	110	-1	2	6	2	 	4	1	3	-1	1	-1	2	4	1	1	0	0	1	2	2	2	2	-1	401
111102052	11110205	11	110	-1	2	6	1	 	1	1	3	-1	1	-1	2	4	1	1	1	1	0	2	2	2	2	-1	401
111102053	11110205	11	110	-1	2	6	1	 	-1	-1	1	-1	-1	-1	2	4	1	1	3	3	3	0	4	4	4	-1	401
111102054	11110205	11	110	110	2	6	2	 	-1	-1	1	-1	-1	-1	2	4	1	1	3	3	3	4	0	4	4	-1	401
111102055	11110205	11	110	-1	2	6	1	 	-1	-1	3	-1	-1	-1	2	4	1	1	3	3	3	4	4	0	4	-1	401
111102056	11110205	11	110	-1	2	6	2	 	-1	-1	3	-1	-1	-1	2	4	1	1	3	3	3	4	4	4	0	-1	401
111102161	11110216	11	110	-1	2	4	2	 	2	-1	2	-1	-1	-1	2	4	1	1	1	0	1	2	2	-1	-1	-1	401
111102162	11110216	11	110	-1	2	4	1	 	2	-1	2	-1	-1	-1	3	5	1	1	0	1	0	2	2	-1	-1	-1	401
111102163	11110216	11	110	-1	2	4	2	 	1	2	1	2	2	-1	3	5	1	1	3	3	3	0	4	-1	-1	-1	401
111102164	11110216	11	110	110	2	4	1	 	-1	-1	1	-1	-1	-1	2	4	1	1	3	3	3	4	0	-1	-1	-1	401
111102171	11110217	11	110	-1	2	4	2	 	1	1	2	-1	-1	-1	3	5	1	1	1	0	1	2	2	-1	-1	-1	401
111102172	11110217	11	110	-1	2	4	1	 	1	1	2	-1	-1	-1	3	5	1	1	0	1	0	2	2	-1	-1	-1	401
111102173	11110217	11	110	-1	2	4	2	 	-1	-1	1	-1	-1	-1	3	5	1	1	3	3	3	0	4	-1	-1	-1	401
111102174	11110217	11	110	110	2	4	2	 	-1	-1	1	-1	-1	-1	3	5	1	1	3	3	3	4	0	-1	-1	-1	401
111102201	11110220	11	110	-1	2	4	2	 	2	-1	2	-1	-1	-1	3	5	1	1	1	0	1	2	2	-1	-1	-1	401
111102202	11110220	11	110	-1	2	4	1	 	2	-1	2	-1	-1	-1	3	5	1	1	0	1	0	2	2	-1	-1	-1	401
111102203	11110220	11	110	-1	2	4	1	 	1	2	1	1	-1	-1	3	5	1	1	3	3	3	0	4	-1	-1	-1	401
111102204	11110220	11	110	110	2	4	2	 	-1	-1	1	-1	-1	-1	3	5	1	1	3	3	3	4	0	-1	-1	-1	401
111102211	11110221	11	110	-1	2	3	2	 	2	-1	2	-1	-1	-1	1	6	1	1	1	0	1	2	-1	-1	-1	-1	401
111102212	11110221	11	110	-1	2	3	1	 	2	-1	2	-1	-1	-1	3	5	1	1	0	1	0	2	-1	-1	-1	-1	401
111102213	11110221	11	110	110	2	3	2	 	-1	-1	3	-1	-1	-1	2	4	1	1	3	3	3	0	-1	-1	-1	-1	401
111102221	11110222	11	110	-1	2	5	2	 	2	-1	2	-1	-1	-1	2	4	1	1	1	0	1	2	2	2	-1	-1	401
111102222	11110222	11	110	-1	2	5	1	 	2	-1	2	-1	-1	-1	2	4	1	1	0	1	0	2	2	2	-1	-1	401
111102223	11110222	11	110	-1	2	5	1	 	1	2	2	-1	-1	-1	2	4	1	1	3	3	3	0	4	4	-1	-1	401
111102224	11110222	11	110	-1	2	5	2	 	1	2	1	1	-1	-1	2	4	1	1	3	3	3	4	0	4	-1	-1	401
111102225	11110222	11	110	110	2	5	1	 	-1	-1	1	-1	-1	-1	2	4	1	1	3	3	3	4	4	0	-1	-1	401
111102231	11110223	11	110	110	1	1	1	 	1	-1	2	-1	-1	-1	3	5	1	1	0	0	-1	-1	-1	-1	-1	-1	401
111102241	11110224	11	110	110	1	3	2	 	2	-1	2	-1	-1	-1	3	5	1	1	1	0	1	2	-1	-1	-1	-1	401
111102242	11110224	11	110	-1	1	3	1	 	2	-1	2	-1	-1	-1	3	5	1	1	0	1	0	2	-1	-1	-1	-1	401
111102243	11110224	11	110	-1	1	3	1	 	1	2	2	-1	-1	-1	3	5	1	1	3	3	3	0	-1	-1	-1	-1	401
111102251	11110225	11	110	110	1	2	2	 	2	-1	2	-1	-1	-1	3	5	1	1	1	0	1	-1	-1	-1	-1	-1	401
111102252	11110225	11	110	-1	1	2	1	 	2	-1	2	-1	-1	-1	3	5	1	1	0	1	0	-1	-1	-1	-1	-1	401
111103091	11110309	11	110	110	1	4	2	 	2	-1	2	-1	-1	1	-1	1	1	1	1	0	1	2	2	-1	-1	-1	101
111103092	11110309	11	110	-1	1	4	1	 	2	-1	2	-1	-1	1	-1	1	1	1	0	1	0	2	2	-1	-1	-1	101
111103093	11110309	11	110	110	1	4	2	 	-1	-1	1	-1	-1	1	-1	1	1	1	3	3	3	0	4	-1	-1	-1	101
111103094	11110309	11	110	-1	1	4	1	 	-1	-1	1	-1	-1	1	-1	1	1	1	3	3	3	4	0	-1	-1	-1	101
111103101	11110310	11	110	110	1	1	2	 	5	-1	3	-1	1	4	-1	5	1	1	0	0	-1	-1	-1	-1	-1	-1	101
111103111	11110311	11	110	-1	2	4	2	 	1	1	2	-1	-1	1	-1	1	1	1	1	0	1	2	2	-1	-1	-1	101
111103112	11110311	11	110	-1	2	4	1	 	1	1	2	-1	-1	4	-1	5	1	1	0	1	0	2	2	-1	-1	-1	101
111103113	11110311	11	110	110	2	4	1	 	-1	-1	1	-1	-1	1	-1	1	1	1	3	3	3	0	4	-1	-1	-1	101
111103114	11110311	11	110	-1	2	4	2	 	-1	-1	3	-1	-1	1	-1	1	1	1	3	3	3	4	0	-1	-1	-1	101
111103131	11110313	11	110	110	1	1	1	 	3	-1	2	-1	-1	4	-1	5	1	1	0	0	-1	-1	-1	-1	-1	-1	101
111103211	11110321	11	110	-1	2	3	2	 	2	-1	2	-1	-1	5	-1	6	1	1	1	0	1	2	-1	-1	-1	-1	101
111103212	11110321	11	110	-1	2	3	1	 	2	-1	2	-1	-1	1	-1	1	3	2	0	1	0	2	-1	-1	-1	-1	101
111103213	11110321	11	110	110	2	3	1	 	-1	-1	1	-1	-1	1	-1	1	2	2	3	3	3	0	-1	-1	-1	-1	101
111103231	11110323	11	110	110	1	2	2	 	2	-1	3	-1	1	4	-1	5	1	1	1	0	1	-1	-1	-1	-1	-1	101
111103232	11110323	11	110	-1	1	2	1	 	2	-1	3	-1	1	4	-1	5	1	1	0	1	0	-1	-1	-1	-1	-1	101
111104091	11110409	11	110	110	1	1	1	 	1	-1	2	-1	-1	2	-1	2	1	1	0	0	-1	-1	-1	-1	-1	-1	301
111104101	11110410	11	110	110	1	3	1	 	2	-1	2	-1	-1	4	-1	5	1	1	1	0	1	2	-1	-1	-1	-1	301
111104102	11110410	11	110	-1	1	3	2	 	2	-1	2	-1	-1	2	-1	2	1	1	0	1	0	2	-1	-1	-1	-1	301
111104103	11110410	11	110	110	1	3	1	 	-1	-1	3	-1	-1	2	-1	2	1	1	3	3	3	0	-1	-1	-1	-1	301
111104191	11110419	11	110	-1	2	4	1	 	2	-1	2	-1	-1	2	-1	2	1	1	0	0	1	2	2	-1	-1	-1	301
111104192	11110419	11	110	-1	2	4	2	 	2	-1	2	-1	-1	2	-1	2	1	1	1	1	0	2	2	-1	-1	-1	301
111104193	11110419	11	110	-1	2	4	1	 	-1	-1	1	-1	-1	2	-1	2	1	1	3	3	3	0	4	-1	-1	-1	301
111104194	11110419	11	110	110	2	4	2	 	-1	-1	1	-1	-1	2	-1	2	1	1	3	3	3	4	0	-1	-1	-1	301
111104241	11110424	11	110	110	1	2	2	 	1	2	2	-1	-1	5	-1	6	1	1	0	0	2	-1	-1	-1	-1	-1	301
111104242	11110424	11	110	110	1	2	1	 	-1	-1	1	-1	-1	5	-1	6	1	1	3	3	0	-1	-1	-1	-1	-1	301
111104251	11110425	11	110	110	1	1	2	 	1	-1	1	2	1	2	-1	2	1	1	0	0	-1	-1	-1	-1	-1	-1	301
111105101	11110510	11	110	110	1	3	1	 	1	2	2	-1	-1	4	-1	5	1	1	5	0	5	5	-1	-1	-1	-1	101
111105102	11110510	11	110	-1	1	3	1	 	1	2	2	-1	-1	4	-1	5	1	1	0	5	0	5	-1	-1	-1	-1	101
111105103	11110510	11	110	-1	1	3	2	 	1	2	2	-1	-1	5	-1	6	1	1	5	5	5	0	-1	-1	-1	-1	101
111105151	11110515	11	110	-1	2	5	2	 	1	1	2	-1	-1	5	-1	6	1	1	0	0	1	2	2	2	-1	-1	101
111105152	11110515	11	110	-1	2	5	1	 	1	1	2	-1	-1	5	-1	6	4	2	1	1	0	2	2	2	-1	-1	101
111105153	11110515	11	110	-1	2	5	1	 	-1	-1	1	-1	-1	4	-1	5	2	2	3	3	3	0	4	4	-1	-1	101
111105154	11110515	11	110	-1	2	5	2	 	-1	-1	3	-1	-1	4	-1	5	2	2	3	3	3	4	0	4	-1	-1	101
111105155	11110515	11	110	110	2	5	1	 	-1	-1	3	-1	-1	4	-1	5	2	2	3	3	3	4	4	0	-1	-1	101
111105281	11110528	11	110	110	1	1	2	 	1	-1	2	-1	-1	4	-1	5	1	1	0	0	-1	-1	-1	-1	-1	-1	101
