surveyyr	country	Outcome	IOut	ScrType	pgrid	adnum1	ChNum	DMHSize	Sex	age	MarSt2	LiveW2	WrkStat	PTWork	EverWk	natidgby5	natidniy5	natiduky5	EthGrpGB	EthGrpNI	EthGrpUK	RelHRP	Rel01	Rel02	Rel03	Rel04	Rel05	Rel06	Rel07	Rel08	Rel09	Rel10	area	addnum	serialh	serialp	seriali
5	101	110	-1	1	1	2	-1	2	2	52	2	-1	2	-1	-1	1	-1	1	1	-1	1	1	0	1	-1	-1	-1	-1	-1	-1	-1	-1	50706	1	5070601	507060101	-1
5	101	110	110	1	2	2	-1	2	1	53	2	-1	2	-1	-1	1	-1	1	1	-1	1	0	1	0	-1	-1	-1	-1	-1	-1	-1	-1	50706	1	5070601	507060102	50706011
5	101	110	-1	2	1	-1	4	4	2	43	2	-1	2	-1	-1	5	-1	5	1	-1	1	1	0	1	4	4	-1	-1	-1	-1	-1	-1	50706	2	5070602	507060201	-1
5	101	110	-1	2	2	-1	4	4	1	37	2	-1	2	-1	-1	5	-1	5	1	-1	1	0	1	0	4	4	-1	-1	-1	-1	-1	-1	50706	2	5070602	507060202	-1
5	101	110	-1	2	3	-1	4	4	2	5	-1	-1	1	-1	-1	5	-1	5	1	-1	1	9	9	9	0	14	-1	-1	-1	-1	-1	-1	50706	2	5070602	507060203	-1
5	101	110	110	2	4	-1	4	4	1	3	-1	-1	3	-1	-1	5	-1	5	1	-1	1	9	9	9	14	0	-1	-1	-1	-1	-1	-1	50706	2	5070602	507060204	50706022
5	101	110	110	1	1	1	-1	4	1	47	2	-1	3	-1	1	5	-1	5	1	-1	1	1	0	1	7	20	-1	-1	-1	-1	-1	-1	50706	4	5070604	507060401	50706041
5	101	110	-1	1	2	1	-1	4	2	69	2	-1	3	-1	1	5	-1	5	1	-1	1	0	1	0	4	20	-1	-1	-1	-1	-1	-1	50706	4	5070604	507060402	-1
5	101	110	-1	1	3	1	-1	4	1	31	1	2	2	-1	-1	1	-1	1	1	-1	1	9	12	9	0	22	-1	-1	-1	-1	-1	-1	50706	4	5070604	507060403	-1
5	101	110	-1	1	4	1	-1	4	2	19	1	2	2	-1	-1	1	-1	1	1	-1	1	21	21	21	22	0	-1	-1	-1	-1	-1	-1	50706	4	5070604	507060404	-1
5	101	110	110	1	1	1	3	4	2	31	1	2	3	-1	1	1	-1	1	1	-1	1	0	0	4	4	4	-1	-1	-1	-1	-1	-1	50706	7	5070607	507060701	50706071
5	101	110	-1	1	2	1	3	4	2	10	-1	-1	1	-1	-1	1	-1	1	1	-1	1	9	9	0	15	15	-1	-1	-1	-1	-1	-1	50706	7	5070607	507060702	-1
5	101	110	110	1	3	1	3	4	2	5	-1	-1	1	-1	-1	1	-1	1	1	-1	1	9	9	15	0	14	-1	-1	-1	-1	-1	-1	50706	7	5070607	507060703	50706072
5	101	110	-1	1	4	1	3	4	2	3	-1	-1	3	-1	-1	1	-1	1	1	-1	1	9	9	15	14	0	-1	-1	-1	-1	-1	-1	50706	7	5070607	507060704	-1
5	101	110	-1	2	1	-1	3	4	2	46	1	1	2	-1	-1	5	-1	5	1	-1	1	3	0	3	4	4	-1	-1	-1	-1	-1	-1	50706	11	5070611	507061101	-1
5	101	110	-1	2	2	-1	3	4	1	44	1	1	2	-1	-1	5	-1	5	1	-1	1	0	3	0	4	4	-1	-1	-1	-1	-1	-1	50706	11	5070611	507061102	-1
5	101	110	110	2	3	-1	3	4	1	9	-1	-1	1	-1	-1	5	-1	5	1	-1	1	9	9	9	0	14	-1	-1	-1	-1	-1	-1	50706	11	5070611	507061103	50706112
5	101	110	-1	2	4	-1	3	4	2	4	-1	-1	3	-1	-1	5	-1	5	1	-1	1	9	9	9	14	0	-1	-1	-1	-1	-1	-1	50706	11	5070611	507061104	-1
5	101	110	110	1	1	1	-1	2	2	58	2	-1	2	-1	-1	1	-1	1	1	-1	1	0	0	1	-1	-1	-1	-1	-1	-1	-1	-1	50706	14	5070614	507061401	50706141
5	101	110	-1	1	2	1	-1	2	1	59	2	-1	3	-1	1	1	-1	1	1	-1	1	1	1	0	-1	-1	-1	-1	-1	-1	-1	-1	50706	14	5070614	507061402	-1
5	101	110	110	1	1	1	3	4	2	30	2	-1	2	-1	-1	5	-1	5	1	-1	1	1	0	1	4	4	-1	-1	-1	-1	-1	-1	50706	16	5070616	507061601	50706161
5	101	110	-1	1	2	1	3	4	1	31	2	-1	2	-1	-1	5	-1	5	1	-1	1	0	1	0	4	4	-1	-1	-1	-1	-1	-1	50706	16	5070616	507061602	-1
5	101	110	110	1	3	1	3	4	1	1	-1	-1	3	-1	-1	5	-1	5	1	-1	1	9	9	9	0	14	-1	-1	-1	-1	-1	-1	50706	16	5070616	507061603	50706162
5	101	110	-1	1	4	1	3	4	1	0	-1	-1	3	-1	-1	1	-1	1	1	-1	1	9	9	9	14	0	-1	-1	-1	-1	-1	-1	50706	16	5070616	507061604	-1
5	101	110	110	1	1	1	-1	2	2	64	2	-1	3	-1	1	1	-1	1	1	-1	1	1	0	1	-1	-1	-1	-1	-1	-1	-1	-1	50706	18	5070618	507061801	50706181
5	101	110	-1	1	2	1	-1	2	1	58	2	-1	2	-1	-1	1	-1	1	1	-1	1	0	1	0	-1	-1	-1	-1	-1	-1	-1	-1	50706	18	5070618	507061802	-1
5	101	110	110	1	1	1	4	4	2	46	2	-1	2	-1	-1	5	-1	5	1	-1	1	1	0	1	4	4	-1	-1	-1	-1	-1	-1	50706	19	5070619	507061901	50706191
5	101	110	-1	1	2	1	4	4	1	56	2	-1	2	-1	-1	5	-1	5	1	-1	1	0	1	0	4	4	-1	-1	-1	-1	-1	-1	50706	19	5070619	507061902	-1
5	101	110	-1	1	3	1	4	4	2	20	1	2	1	2	2	5	-1	5	1	-1	1	9	9	9	0	14	-1	-1	-1	-1	-1	-1	50706	19	5070619	507061903	-1
5	101	110	110	1	4	1	4	4	2	18	1	2	1	1	-1	5	-1	5	1	-1	1	9	9	9	14	0	-1	-1	-1	-1	-1	-1	50706	19	5070619	507061904	50706192
5	101	110	-1	2	1	-1	2	4	2	26	1	2	3	-1	2	5	-1	5	1	-1	1	0	0	4	4	4	-1	-1	-1	-1	-1	-1	50706	23	5070623	507062301	-1
5	101	110	110	2	2	-1	2	4	1	8	-1	-1	1	-1	-1	5	-1	5	1	-1	1	9	9	0	19	19	-1	-1	-1	-1	-1	-1	50706	23	5070623	507062302	50706232
5	101	110	-1	2	3	-1	2	4	2	3	-1	-1	3	-1	-1	1	-1	1	1	-1	1	9	9	19	0	19	-1	-1	-1	-1	-1	-1	50706	23	5070623	507062303	-1
5	101	110	-1	2	4	-1	2	4	2	0	-1	-1	3	-1	-1	5	-1	5	1	-1	1	9	9	19	19	0	-1	-1	-1	-1	-1	-1	50706	23	5070623	507062304	-1
5	101	110	-1	2	1	-1	5	6	2	29	2	-1	2	-1	-1	5	-1	5	1	-1	1	0	0	1	4	4	4	4	-1	-1	-1	-1	50706	27	5070627	507062701	-1
5	101	110	-1	2	2	-1	5	6	1	26	2	-1	3	-1	1	1	-1	1	1	-1	1	1	1	0	7	7	4	4	-1	-1	-1	-1	50706	27	5070627	507062702	-1
5	101	110	-1	2	3	-1	5	6	1	12	-1	-1	1	-1	-1	5	-1	5	1	-1	1	9	9	12	0	14	15	15	-1	-1	-1	-1	50706	27	5070627	507062703	-1
5	101	110	-1	2	4	-1	5	6	1	10	-1	-1	1	-1	-1	5	-1	5	1	-1	1	9	9	12	14	0	15	15	-1	-1	-1	-1	50706	27	5070627	507062704	-1
5	101	110	110	2	5	-1	5	6	2	3	-1	-1	3	-1	-1	5	-1	5	1	-1	1	9	9	9	15	15	0	14	-1	-1	-1	-1	50706	27	5070627	507062705	50706272
5	101	110	-1	2	6	-1	5	6	1	1	-1	-1	3	-1	-1	5	-1	5	1	-1	1	9	9	9	15	15	14	0	-1	-1	-1	-1	50706	27	5070627	507062706	-1
5	101	110	-1	2	1	-1	5	5	2	41	2	-1	3	-1	1	5	-1	5	1	-1	1	1	0	1	4	4	4	-1	-1	-1	-1	-1	50707	2	5070702	507070201	-1
5	101	110	-1	2	2	-1	5	5	1	45	2	-1	2	-1	-1	5	-1	5	1	-1	1	0	1	0	4	4	4	-1	-1	-1	-1	-1	50707	2	5070702	507070202	-1
5	101	110	-1	2	3	-1	5	5	1	12	-1	-1	1	-1	-1	5	-1	5	1	-1	1	9	9	9	0	14	14	-1	-1	-1	-1	-1	50707	2	5070702	507070203	-1
5	101	110	-1	2	4	-1	5	5	1	8	-1	-1	1	-1	-1	5	-1	5	1	-1	1	9	9	9	14	0	14	-1	-1	-1	-1	-1	50707	2	5070702	507070204	-1
5	101	110	110	2	5	-1	5	5	1	8	-1	-1	1	-1	-1	5	-1	5	1	-1	1	9	9	9	14	14	0	-1	-1	-1	-1	-1	50707	2	5070702	507070205	50707022
5	101	110	-1	2	1	-1	4	4	1	56	2	-1	2	-1	-1	1	-1	1	1	-1	1	0	0	1	4	4	-1	-1	-1	-1	-1	-1	50707	5	5070705	507070501	-1
5	101	110	-1	2	2	-1	4	4	2	50	2	-1	2	-1	-1	3	-1	3	1	-1	1	1	1	0	4	4	-1	-1	-1	-1	-1	-1	50707	5	5070705	507070502	-1
5	101	110	-1	2	3	-1	4	4	1	21	1	2	2	-1	-1	1	-1	1	1	-1	1	9	9	9	0	14	-1	-1	-1	-1	-1	-1	50707	5	5070705	507070503	-1
5	101	110	110	2	4	-1	4	4	2	16	1	2	1	1	-1	1	-1	1	1	-1	1	9	9	9	14	0	-1	-1	-1	-1	-1	-1	50707	5	5070705	507070504	50707052
5	101	110	110	1	1	1	-1	2	1	70	2	-1	3	-1	1	1	-1	1	1	-1	1	0	0	1	-1	-1	-1	-1	-1	-1	-1	-1	50707	10	5070710	507071001	50707101
5	101	110	-1	1	2	1	-1	2	2	65	2	-1	3	-1	1	1	-1	1	1	-1	1	1	1	0	-1	-1	-1	-1	-1	-1	-1	-1	50707	10	5070710	507071002	-1
5	101	110	-1	2	1	-1	2	2	1	42	5	2	3	-1	1	5	-1	5	1	-1	1	0	0	4	-1	-1	-1	-1	-1	-1	-1	-1	50707	12	5070712	507071201	-1
5	101	110	110	2	2	-1	2	2	2	13	-1	-1	1	-1	-1	5	-1	5	1	-1	1	9	9	0	-1	-1	-1	-1	-1	-1	-1	-1	50707	12	5070712	507071202	50707122
5	101	110	-1	1	1	3	4	4	2	48	2	-1	2	-1	-1	1	-1	1	1	-1	1	1	0	1	4	4	-1	-1	-1	-1	-1	-1	50707	19	5070719	507071901	-1
5	101	110	-1	1	2	3	4	4	1	47	2	-1	2	-1	-1	1	-1	1	1	-1	1	0	1	0	4	4	-1	-1	-1	-1	-1	-1	50707	19	5070719	507071902	-1
5	101	110	110	1	3	3	4	4	1	19	1	2	1	2	2	1	-1	1	1	-1	1	9	9	9	0	14	-1	-1	-1	-1	-1	-1	50707	19	5070719	507071903	50707191
5	101	110	110	1	4	3	4	4	2	14	-1	-1	1	-1	-1	1	-1	1	1	-1	1	9	9	9	14	0	-1	-1	-1	-1	-1	-1	50707	19	5070719	507071904	50707192
5	101	110	110	1	1	1	3	4	2	45	2	-1	3	-1	1	5	-1	5	1	-1	1	1	0	1	4	4	-1	-1	-1	-1	-1	-1	50707	24	5070724	507072401	50707241
5	101	110	-1	1	2	1	3	4	1	43	2	-1	2	-1	-1	5	-1	5	1	-1	1	0	1	0	4	4	-1	-1	-1	-1	-1	-1	50707	24	5070724	507072402	-1
5	101	110	110	1	3	1	3	4	1	12	-1	-1	1	-1	-1	5	-1	5	1	-1	1	9	9	9	0	14	-1	-1	-1	-1	-1	-1	50707	24	5070724	507072403	50707242
5	101	110	-1	1	4	1	3	4	2	3	-1	-1	3	-1	-1	5	-1	5	1	-1	1	9	9	9	14	0	-1	-1	-1	-1	-1	-1	50707	24	5070724	507072404	-1
5	101	110	110	1	1	1	-1	2	2	61	2	-1	3	-1	1	1	-1	1	1	-1	1	1	0	1	-1	-1	-1	-1	-1	-1	-1	-1	50707	27	5070727	507072701	50707271
5	101	110	-1	1	2	1	-1	2	1	64	2	-1	3	-1	1	1	-1	1	1	-1	1	0	1	0	-1	-1	-1	-1	-1	-1	-1	-1	50707	27	5070727	507072702	-1
5	101	110	110	1	1	1	-1	1	2	43	4	-1	2	-1	-1	1	-1	1	13	-1	13	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	50708	4	5070804	507080401	50708041
5	101	110	-1	2	1	-1	2	2	2	40	6	2	3	-1	1	5	-1	5	1	-1	1	0	0	4	-1	-1	-1	-1	-1	-1	-1	-1	50708	5	5070805	507080501	-1
5	101	110	110	2	2	-1	2	2	1	5	-1	-1	1	-1	-1	5	-1	5	1	-1	1	9	9	0	-1	-1	-1	-1	-1	-1	-1	-1	50708	5	5070805	507080502	50708052
5	101	110	-1	2	1	-1	3	4	2	32	1	1	2	-1	-1	6	-1	6	4	-1	4	3	0	3	4	4	-1	-1	-1	-1	-1	-1	50708	8	5070808	507080801	-1
5	101	110	-1	2	2	-1	3	4	1	29	1	1	2	-1	-1	2	-1	2	1	-1	1	0	3	0	4	4	-1	-1	-1	-1	-1	-1	50708	8	5070808	507080802	-1
5	101	110	110	2	3	-1	3	4	2	3	-1	-1	3	-1	-1	1	-1	1	1	-1	1	9	9	9	0	14	-1	-1	-1	-1	-1	-1	50708	8	5070808	507080803	50708082
5	101	110	-1	2	4	-1	3	4	2	0	-1	-1	3	-1	-1	1	-1	1	1	-1	1	9	9	9	14	0	-1	-1	-1	-1	-1	-1	50708	8	5070808	507080804	-1
5	101	110	-1	2	1	-1	3	4	2	32	2	-1	2	-1	-1	6	-1	6	4	-1	4	1	0	1	4	4	-1	-1	-1	-1	-1	-1	50708	13	5070813	507081301	-1
5	101	110	-1	2	2	-1	3	4	1	36	2	-1	2	-1	-1	6	-1	6	4	-1	4	0	1	0	4	4	-1	-1	-1	-1	-1	-1	50708	13	5070813	507081302	-1
5	101	110	110	2	3	-1	3	4	2	6	-1	-1	1	-1	-1	5	-1	5	4	-1	4	9	9	9	0	14	-1	-1	-1	-1	-1	-1	50708	13	5070813	507081303	50708132
5	101	110	-1	2	4	-1	3	4	1	1	-1	-1	3	-1	-1	5	-1	5	4	-1	4	9	9	9	14	0	-1	-1	-1	-1	-1	-1	50708	13	5070813	507081304	-1
5	101	110	110	1	1	1	2	2	2	33	1	2	2	-1	-1	6	-1	6	4	-1	4	0	0	4	-1	-1	-1	-1	-1	-1	-1	-1	50708	14	5070814	507081401	50708141
5	101	110	110	1	2	1	2	2	1	4	-1	-1	3	-1	-1	6	-1	6	4	-1	4	9	9	0	-1	-1	-1	-1	-1	-1	-1	-1	50708	14	5070814	507081402	50708142
5	101	110	110	1	1	1	3	5	2	42	2	-1	2	-1	-1	6	-1	6	17	-1	17	1	0	1	4	4	4	-1	-1	-1	-1	-1	50708	18	5070818	507081801	50708181
5	101	110	-1	1	2	1	3	5	1	44	2	-1	2	-1	-1	6	-1	6	17	-1	17	0	1	0	4	4	4	-1	-1	-1	-1	-1	50708	18	5070818	507081802	-1
5	101	110	110	1	3	1	3	5	2	12	-1	-1	1	-1	-1	6	-1	6	17	-1	17	9	9	9	0	14	14	-1	-1	-1	-1	-1	50708	18	5070818	507081803	50708182
5	101	110	-1	1	4	1	3	5	1	11	-1	-1	1	-1	-1	6	-1	6	17	-1	17	9	9	9	14	0	14	-1	-1	-1	-1	-1	50708	18	5070818	507081804	-1
5	101	110	-1	1	5	1	3	5	1	5	-1	-1	1	-1	-1	6	-1	6	17	-1	17	9	9	9	14	14	0	-1	-1	-1	-1	-1	50708	18	5070818	507081805	-1
5	101	110	-1	2	1	-1	3	3	2	34	2	-1	3	-1	2	6	-1	6	4	-1	4	0	0	1	4	-1	-1	-1	-1	-1	-1	-1	50708	20	5070820	507082001	-1
5	101	110	-1	2	2	-1	3	3	1	33	2	-1	3	-1	1	6	-1	6	4	-1	4	1	1	0	4	-1	-1	-1	-1	-1	-1	-1	50708	20	5070820	507082002	-1
5	101	110	110	2	3	-1	3	3	1	2	-1	-1	3	-1	-1	6	-1	6	4	-1	4	9	9	9	0	-1	-1	-1	-1	-1	-1	-1	50708	20	5070820	507082003	50708202
5	101	110	-1	2	1	-1	4	4	2	37	2	-1	3	-1	1	6	-1	6	9	-1	9	0	0	1	4	4	-1	-1	-1	-1	-1	-1	50708	23	5070823	507082301	-1
5	101	110	-1	2	2	-1	4	4	1	42	2	-1	2	-1	-1	5	-1	5	9	-1	9	1	1	0	4	4	-1	-1	-1	-1	-1	-1	50708	23	5070823	507082302	-1
5	101	110	-1	2	3	-1	4	4	2	11	-1	-1	1	-1	-1	5	-1	5	9	-1	9	9	9	9	0	14	-1	-1	-1	-1	-1	-1	50708	23	5070823	507082303	-1
5	101	110	110	2	4	-1	4	4	1	3	-1	-1	3	-1	-1	5	-1	5	9	-1	9	9	9	9	14	0	-1	-1	-1	-1	-1	-1	50708	23	5070823	507082304	50708232
5	101	110	110	1	1	1	-1	2	1	33	2	-1	2	-1	-1	6	-1	6	14	-1	14	1	0	1	-1	-1	-1	-1	-1	-1	-1	-1	50708	24	5070824	507082401	50708241
5	101	110	-1	1	2	1	-1	2	2	32	2	-1	2	-1	-1	6	-1	6	4	-1	4	0	1	0	-1	-1	-1	-1	-1	-1	-1	-1	50708	24	5070824	507082402	-1
5	101	110	-1	2	1	-1	3	3	2	27	2	-1	2	-1	-1	6	-1	6	4	-1	4	1	0	1	4	-1	-1	-1	-1	-1	-1	-1	50708	25	5070825	507082501	-1
5	101	110	-1	2	2	-1	3	3	1	32	2	-1	2	-1	-1	6	-1	6	4	-1	4	0	1	0	4	-1	-1	-1	-1	-1	-1	-1	50708	25	5070825	507082502	-1
5	101	110	110	2	3	-1	3	3	1	1	-1	-1	3	-1	-1	6	-1	6	1	-1	1	9	9	9	0	-1	-1	-1	-1	-1	-1	-1	50708	25	5070825	507082503	50708252
5	101	110	110	1	1	1	-1	2	2	65	2	-1	3	-1	1	5	-1	5	1	-1	1	1	0	1	-1	-1	-1	-1	-1	-1	-1	-1	50709	4	5070904	507090401	50709041
5	101	110	-1	1	2	1	-1	2	1	68	2	-1	3	-1	1	1	-1	1	1	-1	1	0	1	0	-1	-1	-1	-1	-1	-1	-1	-1	50709	4	5070904	507090402	-1
5	101	110	-1	2	1	-1	3	3	1	39	5	2	2	-1	-1	5	-1	5	1	-1	1	0	0	4	4	-1	-1	-1	-1	-1	-1	-1	50709	5	5070905	507090501	-1
5	101	110	-1	2	2	-1	3	3	2	6	-1	-1	1	-1	-1	5	-1	5	1	-1	1	9	9	0	14	-1	-1	-1	-1	-1	-1	-1	50709	5	5070905	507090502	-1
5	101	110	110	2	3	-1	3	3	1	4	-1	-1	3	-1	-1	5	-1	5	1	-1	1	9	9	14	0	-1	-1	-1	-1	-1	-1	-1	50709	5	5070905	507090503	50709052
5	101	110	110	1	1	1	-1	2	2	68	2	-1	3	-1	1	1	-1	1	1	-1	1	1	0	1	-1	-1	-1	-1	-1	-1	-1	-1	50709	10	5070910	507091001	50709101
5	101	110	-1	1	2	1	-1	2	1	66	2	-1	3	-1	1	1	-1	1	1	-1	1	0	1	0	-1	-1	-1	-1	-1	-1	-1	-1	50709	10	5070910	507091002	-1
5	101	110	110	1	1	1	2	2	2	53	5	2	2	-1	-1	5	-1	5	1	-1	1	0	0	4	-1	-1	-1	-1	-1	-1	-1	-1	50709	14	5070914	507091401	50709141
5	101	110	110	1	2	1	2	2	2	18	1	2	1	2	2	5	-1	5	1	-1	1	9	9	0	-1	-1	-1	-1	-1	-1	-1	-1	50709	14	5070914	507091402	50709142
5	101	110	110	1	1	1	-1	2	2	69	2	-1	3	-1	1	1	-1	1	1	-1	1	1	0	1	-1	-1	-1	-1	-1	-1	-1	-1	50709	19	5070919	507091901	50709191
5	101	110	-1	1	2	1	-1	2	1	70	2	-1	3	-1	1	1	-1	1	1	-1	1	0	1	0	-1	-1	-1	-1	-1	-1	-1	-1	50709	19	5070919	507091902	-1
5	101	110	-1	2	1	-1	2	3	2	37	1	2	2	-1	-1	5	-1	5	1	-1	1	0	0	4	4	-1	-1	-1	-1	-1	-1	-1	50709	23	5070923	507092301	-1
5	101	110	110	2	2	-1	2	3	2	13	-1	-1	1	-1	-1	5	-1	5	1	-1	1	9	9	0	14	-1	-1	-1	-1	-1	-1	-1	50709	23	5070923	507092302	50709232
5	101	110	-1	2	3	-1	2	3	2	11	-1	-1	1	-1	-1	5	-1	5	1	-1	1	9	9	14	0	-1	-1	-1	-1	-1	-1	-1	50709	23	5070923	507092303	-1
5	101	110	110	1	1	1	3	3	1	31	2	-1	2	-1	-1	1	-1	1	1	-1	1	0	0	1	4	-1	-1	-1	-1	-1	-1	-1	50709	24	5070924	507092401	50709241
5	101	110	-1	1	2	1	3	3	2	25	2	-1	2	-1	-1	1	-1	1	1	-1	1	1	1	0	4	-1	-1	-1	-1	-1	-1	-1	50709	24	5070924	507092402	-1
5	101	110	110	1	3	1	3	3	2	2	-1	-1	3	-1	-1	1	-1	1	1	-1	1	9	9	9	0	-1	-1	-1	-1	-1	-1	-1	50709	24	5070924	507092403	50709242
5	101	110	110	1	1	1	-1	1	2	75	5	-1	2	-1	-1	1	-1	1	1	-1	1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	50710	1	5071001	507100101	50710011
5	101	110	-1	2	1	-1	2	3	1	45	5	2	2	-1	-1	5	-1	5	1	-1	1	0	0	4	4	-1	-1	-1	-1	-1	-1	-1	50710	5	5071005	507100501	-1
5	101	110	110	2	2	-1	2	3	1	16	1	2	1	2	2	5	-1	5	1	-1	1	9	9	0	14	-1	-1	-1	-1	-1	-1	-1	50710	5	5071005	507100502	50710052
5	101	110	-1	2	3	-1	2	3	2	14	-1	-1	1	-1	-1	5	-1	5	1	-1	1	9	9	14	0	-1	-1	-1	-1	-1	-1	-1	50710	5	5071005	507100503	-1
5	101	110	110	1	1	1	4	4	1	60	2	-1	2	-1	-1	5	-1	5	13	-1	13	1	0	1	4	4	-1	-1	-1	-1	-1	-1	50710	7	5071007	507100701	50710071
5	101	110	-1	1	2	1	4	4	2	55	2	-1	2	-1	-1	1	-1	1	1	-1	1	0	1	0	4	4	-1	-1	-1	-1	-1	-1	50710	7	5071007	507100702	-1
5	101	110	-1	1	3	1	4	4	2	18	1	2	1	1	-1	5	-1	5	13	-1	13	9	9	9	0	14	-1	-1	-1	-1	-1	-1	50710	7	5071007	507100703	-1
5	101	110	110	1	4	1	4	4	2	16	1	2	1	2	2	5	-1	5	13	-1	13	9	9	9	14	0	-1	-1	-1	-1	-1	-1	50710	7	5071007	507100704	50710072
5	101	110	-1	2	1	-1	3	4	1	54	2	-1	2	-1	-1	1	-1	1	1	-1	1	1	0	1	4	14	-1	-1	-1	-1	-1	-1	50710	11	5071011	507101101	-1
5	101	110	-1	2	2	-1	3	4	2	49	2	-1	2	-1	-1	1	-1	1	1	-1	1	0	1	0	4	4	-1	-1	-1	-1	-1	-1	50710	11	5071011	507101102	-1
5	101	110	110	2	3	-1	3	4	1	15	-1	-1	1	-1	-1	1	-1	1	1	-1	1	9	9	9	0	14	-1	-1	-1	-1	-1	-1	50710	11	5071011	507101103	50710112
5	101	110	-1	2	4	-1	3	4	1	15	-1	-1	1	-1	-1	1	-1	1	1	-1	1	9	14	9	14	0	-1	-1	-1	-1	-1	-1	50710	11	5071011	507101104	-1
5	101	110	110	1	1	1	-1	1	2	92	5	-1	3	-1	1	1	-1	1	1	-1	1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	50710	16	5071016	507101601	50710161
5	101	110	-1	2	1	-1	2	3	2	33	4	2	2	-1	-1	5	-1	5	13	-1	13	0	0	4	4	-1	-1	-1	-1	-1	-1	-1	50710	17	5071017	507101701	-1
5	101	110	110	2	2	-1	2	3	2	6	-1	-1	1	-1	-1	5	-1	5	11	-1	11	9	9	0	14	-1	-1	-1	-1	-1	-1	-1	50710	17	5071017	507101702	50710172
5	101	110	-1	2	3	-1	2	3	1	1	-1	-1	3	-1	-1	5	-1	5	11	-1	11	9	9	14	0	-1	-1	-1	-1	-1	-1	-1	50710	17	5071017	507101703	-1
5	101	110	110	1	1	1	3	3	2	42	2	-1	2	-1	-1	5	-1	5	1	-1	1	0	0	1	4	-1	-1	-1	-1	-1	-1	-1	50710	24	5071024	507102401	50710241
5	101	110	-1	1	2	1	3	3	1	47	2	-1	2	-1	-1	3	-1	3	1	-1	1	1	1	0	4	-1	-1	-1	-1	-1	-1	-1	50710	24	5071024	507102402	-1
5	101	110	110	1	3	1	3	3	2	6	-1	-1	1	-1	-1	5	-1	5	1	-1	1	9	9	9	0	-1	-1	-1	-1	-1	-1	-1	50710	24	5071024	507102403	50710242
5	101	110	110	1	1	1	-1	1	2	87	6	-1	3	-1	1	1	-1	1	1	-1	1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	50710	27	5071027	507102701	50710271
5	202	110	-1	2	1	-1	4	4	2	29	1	2	3	-1	2	1	-1	1	1	-1	1	0	0	4	4	4	-1	-1	-1	-1	-1	-1	50711	5	5071105	507110501	-1
5	202	110	-1	2	2	-1	4	4	2	15	-1	-1	1	-1	-1	1	-1	1	1	-1	1	9	9	0	14	14	-1	-1	-1	-1	-1	-1	50711	5	5071105	507110502	-1
5	202	110	-1	2	3	-1	4	4	2	8	-1	-1	1	-1	-1	1	-1	1	1	-1	1	9	9	14	0	14	-1	-1	-1	-1	-1	-1	50711	5	5071105	507110503	-1
5	202	110	110	2	4	-1	4	4	1	2	-1	-1	3	-1	-1	1	-1	1	1	-1	1	9	9	14	14	0	-1	-1	-1	-1	-1	-1	50711	5	5071105	507110504	50711052
5	202	110	110	1	1	1	2	2	2	27	1	2	2	-1	-1	3	-1	3	1	-1	1	0	0	4	-1	-1	-1	-1	-1	-1	-1	-1	50711	7	5071107	507110701	50711071
5	202	110	110	1	2	1	2	2	2	2	-1	-1	3	-1	-1	3	-1	3	1	-1	1	9	9	0	-1	-1	-1	-1	-1	-1	-1	-1	50711	7	5071107	507110702	50711072
5	202	110	-1	2	1	-1	2	2	2	45	4	2	3	-1	1	3	-1	3	1	-1	1	0	0	5	-1	-1	-1	-1	-1	-1	-1	-1	50711	11	5071111	507111101	-1
5	202	110	110	2	2	-1	2	2	2	16	1	2	1	2	2	3	-1	3	1	-1	1	10	10	0	-1	-1	-1	-1	-1	-1	-1	-1	50711	11	5071111	507111102	50711112
5	202	110	110	1	1	1	-1	2	2	27	1	1	2	-1	-1	1	-1	1	1	-1	1	0	0	3	-1	-1	-1	-1	-1	-1	-1	-1	50711	14	5071114	507111401	50711141
5	202	110	-1	1	2	1	-1	2	1	32	5	1	2	-1	-1	3	-1	3	1	-1	1	3	3	0	-1	-1	-1	-1	-1	-1	-1	-1	50711	14	5071114	507111402	-1
5	202	110	110	1	1	1	-1	2	1	79	2	-1	3	-1	1	3	-1	3	1	-1	1	0	0	1	-1	-1	-1	-1	-1	-1	-1	-1	50711	16	5071116	507111601	50711161
5	202	110	-1	1	2	1	-1	2	2	79	2	-1	3	-1	1	3	-1	3	1	-1	1	1	1	0	-1	-1	-1	-1	-1	-1	-1	-1	50711	16	5071116	507111602	-1
5	202	110	110	1	1	1	-1	1	2	58	5	-1	3	-1	1	3	-1	3	1	-1	1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	50711	18	5071118	507111801	50711181
5	202	110	-1	2	1	-1	3	3	2	47	5	2	2	-1	-1	3	-1	3	1	-1	1	0	0	4	4	-1	-1	-1	-1	-1	-1	-1	50711	21	5071121	507112101	-1
5	202	110	-1	2	2	-1	3	3	1	20	1	2	3	-1	1	3	-1	3	1	-1	1	9	9	0	14	-1	-1	-1	-1	-1	-1	-1	50711	21	5071121	507112102	-1
